world_label,symbol_family,reflection_context_symbol,episodes,trades,tp,sl,reward_sum,carried_count,cautious_count,avg_reflection_carry,avg_reflection_strain,avg_reflection_alignment,unloaded_count,avg_reflection_world_support,avg_reflection_current_support,avg_trade_readiness,avg_mini_neuro_balance,avg_observation_learning_pressure,max_reflection_carry,max_reflection_strain,last_context_state,last_symbol,passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric
conflict16,dio_1q9b,dio_rctx_rmawxz,2,0,0,0,0.0,0,2,0.102764,0.294375,0.929053,0,0.070838,0.1417845,0.0165835,0.0517885,0.218671,0.103071,0.294483,reflection_context_cautious,dio_1q9bwwb,True,False,False,False,False
conflict16,dio_1g7l,dio_rctx_hzf3i9,2,0,0,0,0.0,0,2,0.100925,0.297373,0.9282505,0,0.0686375,0.1403875,0.016504,0.040788,0.217618,0.10123,0.29748,reflection_context_cautious,dio_1g7l35z,True,False,False,False,False
conflict16,dio_1jo7,dio_rctx_102v3an,2,0,0,0,0.0,0,2,0.0985345,0.298063,0.933133,0,0.068444,0.1353115,0.0087205,0.039822,0.2115865,0.098694,0.298119,reflection_context_cautious,dio_1jo7eef,True,False,False,False,False
conflict16,dio_0fa9,dio_rctx_144z7ry,2,0,0,0,0.0,0,2,0.0922085,0.314083,0.9294925,0,0.06048,0.1309875,0.0157995,-0.0234105,0.208401,0.092479,0.31418,reflection_context_cautious,dio_0fa9zle,True,False,False,False,False
probe17,dio_0120,dio_rctx_bswclm,2,2,2,0,2.0,2,0,0.3648955,0.2248,0.739422,0,0.247636,0.508214,0.848561,0.3558955,0.0,0.367581,0.225402,reflection_context_carried,dio_0120ekw,True,False,False,False,False
probe17,dio_1f9y,dio_rctx_1jfaxhe,2,0,0,0,0.0,0,2,0.2566595,0.2620755,0.861851,0,0.1944925,0.3326415,0.1020595,0.09018,0.6396975,0.256688,0.262084,reflection_context_cautious,dio_1f9y063,True,False,False,False,False
probe17,dio_1c6b,dio_rctx_1beqtj4,2,0,0,0,0.0,2,0,0.25464,0.231956,0.922368,0,0.2197055,0.297337,0.0594205,0.216244,0.541393,0.254654,0.231961,reflection_context_carried,dio_1c6be9z,True,False,False,False,False
probe17,dio_143d,dio_rctx_vqnjh,2,0,0,0,0.0,0,2,0.2393755,0.266538,0.8981495,0,0.1935425,0.2953935,0.0110635,0.0854305,0.639837,0.239657,0.266637,reflection_context_cautious,dio_143dusg,True,False,False,False,False
probe17,dio_1m4n,dio_rctx_7t5ks3,2,0,0,0,0.0,0,2,0.238926,0.26449,0.9028705,0,0.1952175,0.292347,0.012943,0.093807,0.6250285,0.239739,0.264789,reflection_context_cautious,dio_1m4no20,True,False,False,False,False
probe17,dio_0n9e,dio_rctx_10zpawc,2,2,2,0,2.0,0,2,0.2135575,0.2719565,0.976635,0,0.2240715,0.2007065,0.1392445,0.238076,0.0,0.221802,0.274847,reflection_context_cautious,dio_0n9edet,True,False,False,False,False
probe17,dio_13u8,dio_rctx_1v8piwp,2,0,0,0,0.0,0,2,0.210538,0.257095,0.9643865,0,0.1945115,0.2301255,0.046683,0.090276,0.4165085,0.210556,0.2571,reflection_context_cautious,dio_13u8mhd,True,False,False,False,False
probe17,dio_1k7y,dio_rctx_yi59jk,2,0,0,0,0.0,0,2,0.204766,0.2650225,0.964818,0,0.188934,0.224116,0.0454025,0.0623885,0.4068195,0.204781,0.265027,reflection_context_cautious,dio_1k7yck2,True,False,False,False,False
probe17,dio_1d3r,dio_rctx_1l7hkwk,2,0,0,0,0.0,0,2,0.2023375,0.2745005,0.9527605,0,0.1810795,0.228319,0.0474085,0.023115,0.4315495,0.202347,0.274504,reflection_context_cautious,dio_1d3rtjg,True,False,False,False,False
probe17,dio_10dk,dio_rctx_1a5mz64,2,0,0,0,0.0,0,2,0.1840545,0.2775545,0.9855435,0,0.1775485,0.1920055,0.037801,0.005461,0.3441215,0.184061,0.277555,reflection_context_cautious,dio_10dkbdg,True,False,False,False,False
probe17,dio_0akd,dio_rctx_sla1jo,2,0,0,0,0.0,0,2,0.1727015,0.2540505,0.95806,0,0.191575,0.149635,0.025183,0.075592,0.225394,0.172713,0.254054,reflection_context_cautious,dio_0akdeip,True,False,False,False,False
probe17,dio_0fzl,dio_rctx_hj92ns,2,0,0,0,0.0,0,2,0.1714485,0.255193,0.956804,0,0.190887,0.1476905,0.024679,0.072152,0.2205205,0.17146,0.255196,reflection_context_cautious,dio_0fzl1g8,True,False,False,False,False
probe17,dio_04z7,dio_rctx_t9em1z,2,0,0,0,0.0,0,2,0.1710145,0.255679,0.9568045,0,0.1904525,0.147257,0.0246065,0.0699795,0.2202225,0.171025,0.255682,reflection_context_cautious,dio_04z7fot,True,False,False,False,False
probe17,dio_1d1z,dio_rctx_17ud2p6,2,0,0,0,0.0,0,2,0.1581575,0.2768515,0.959335,0,0.176457,0.135792,0.0230705,-0.009196,0.2100905,0.158162,0.276852,reflection_context_cautious,dio_1d1z7n5,True,False,False,False,False
probe18,dio_1qwp,dio_rctx_s1ubdd,2,0,0,0,0.0,0,2,0.2549995,0.2622625,0.862086,0,0.1929385,0.330852,0.101687,0.090954,0.634071,0.255023,0.262271,reflection_context_cautious,dio_1qwpcvu,True,False,False,False,False
probe18,dio_1txv,dio_rctx_1v20r6o,2,0,0,0,0.0,2,0,0.253938,0.2317695,0.920817,0,0.218306,0.2974885,0.059438,0.217791,0.5414075,0.253959,0.231777,reflection_context_carried,dio_1txvf64,True,False,False,False,False
probe18,dio_143d,dio_rctx_11eu0x2,2,0,0,0,0.0,0,2,0.2400295,0.265171,0.895346,0,0.1929355,0.2975895,0.0166215,0.0909375,0.6378615,0.24031,0.265272,reflection_context_cautious,dio_143dusg,True,False,False,False,False
probe18,dio_01vz,dio_rctx_1l2dphj,2,0,0,0,0.0,0,2,0.2378685,0.2608825,0.908411,0,0.1966535,0.288243,0.014468,0.109529,0.604818,0.238663,0.261172,reflection_context_cautious,dio_01vz7nt,True,False,False,False,False
probe18,dio_0ems,dio_rctx_1m0qnt7,2,2,2,0,2.0,0,2,0.234283,0.2627915,0.976749,0,0.226846,0.243372,0.2390455,0.2604915,0.0,0.246409,0.267044,reflection_context_cautious,dio_0emsx20,True,False,False,False,False
probe18,dio_1vpi,dio_rctx_1po0qwz,2,2,2,0,2.0,0,2,0.2174365,0.263867,0.9751185,0,0.2286335,0.203752,0.139108,0.269429,0.0,0.225677,0.266757,reflection_context_cautious,dio_1vpirj0,True,False,False,False,False
probe18,dio_02qu,dio_rctx_8uejhz,2,0,0,0,0.0,0,2,0.209842,0.2553385,0.965712,0,0.194412,0.2287,0.0460795,0.098322,0.4101425,0.209858,0.255344,reflection_context_cautious,dio_02qut94,True,False,False,False,False
probe18,dio_0fiy,dio_rctx_eenktb,2,0,0,0,0.0,0,2,0.2026825,0.2727825,0.9514365,0,0.1808285,0.229393,0.0475095,0.0304055,0.432544,0.202698,0.272788,reflection_context_cautious,dio_0fiypgb,True,False,False,False,False
probe18,dio_1g2t,dio_rctx_1htilm9,2,0,0,0,0.0,0,2,0.1864245,0.2733725,0.9836075,0,0.179048,0.1954405,0.0383815,0.0215015,0.3494295,0.186436,0.273376,reflection_context_cautious,dio_1g2tjcp,True,False,False,False,False
probe18,dio_16yc,dio_rctx_as30ug,2,0,0,0,0.0,0,2,0.1580165,0.2758775,0.9628195,0,0.174748,0.137567,0.0234815,-0.004486,0.2137975,0.158023,0.275879,reflection_context_cautious,dio_16yc7xq,True,False,False,False,False
