transition,text_island_symbol,lupe_category,was_present_before,left_inner_map_state,right_inner_map_state,left_maturity_state,right_maturity_state,semantic_maturity_score,semantic_maturity_delta,stability_pressure,variation_bearing,drift_pressure,family_count,families,inner_map_note,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
G_ONLY->G_H,dio_text_1qox452,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_movement_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.386205867,0.1795392,0.3587328,0.454482347,0.0,5,dio_005q|dio_0zq7|dio_1fzx|dio_1j58|dio_1qd9,"dio_text_1qox452: inner_unconfirmed_movement_space; score=0.386; stable=0.359; var=0.454; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_139mrrt,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_105u|dio_1t1w,"dio_text_139mrrt: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_14h967m,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_11xf|dio_1mdw,"dio_text_14h967m: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_14s5xad,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_0rur|dio_1b8t,"dio_text_14s5xad: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_162ndwo,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_0us2|dio_1x64,"dio_text_162ndwo: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_188sve0,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_06oz|dio_0mtm,"dio_text_188sve0: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1u3qeu8,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_14ls|dio_1og2,"dio_text_1u3qeu8: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1wdn09y,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_17xt|dio_1gyr,"dio_text_1wdn09y: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_2fv6u4,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_0p4k|dio_1k59,"dio_text_2fv6u4: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_5c0370,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_02s2|dio_1o2b,"dio_text_5c0370: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_ab0vwf,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_0ui7|dio_1d3k,"dio_text_ab0vwf: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_gnlzuv,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_00mq|dio_0lxp,"dio_text_gnlzuv: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_hhfioz,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_0w94|dio_1szd,"dio_text_hhfioz: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_i3ekge,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_0oah|dio_19mp,"dio_text_i3ekge: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_lkoyvo,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_14iy|dio_17se,"dio_text_lkoyvo: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_ppv0li,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_11f5|dio_14w8,"dio_text_ppv0li: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_sba9z7,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.213333333,0.0,0.55,0.085333333,0.0,2,dio_0jpo|dio_0n61,"dio_text_sba9z7: inner_unconfirmed_raw_space; score=0.213; stable=0.550; var=0.085; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_10tdlgu,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1h6s,"dio_text_10tdlgu: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_12o524i,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0rwq,"dio_text_12o524i: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1375gtt,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0we7,"dio_text_1375gtt: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_13vvpp5,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0oic,"dio_text_13vvpp5: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_14mirbg,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1rl5,"dio_text_14mirbg: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_16inwym,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0fvb,"dio_text_16inwym: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_16jvunu,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0inm,"dio_text_16jvunu: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_16mtr49,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_05pr,"dio_text_16mtr49: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_16qwab5,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1jgc,"dio_text_16qwab5: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1994dnl,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1jdz,"dio_text_1994dnl: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1asaq5b,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0a00,"dio_text_1asaq5b: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1bd2xl5,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1pvr,"dio_text_1bd2xl5: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1c0lkzn,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1jhd,"dio_text_1c0lkzn: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1cgwgm,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0jhl,"dio_text_1cgwgm: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1cy0nv8,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1s88,"dio_text_1cy0nv8: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1dddc9a,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1jtk,"dio_text_1dddc9a: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1dm1pbm,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0ycr,"dio_text_1dm1pbm: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1dt6aka,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0u87,"dio_text_1dt6aka: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1es4uh3,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0fon,"dio_text_1es4uh3: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1fi99b2,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0pkw,"dio_text_1fi99b2: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1fz9hf9,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1hs5,"dio_text_1fz9hf9: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1gg2suu,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_17u5,"dio_text_1gg2suu: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1gh6i8d,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0fch,"dio_text_1gh6i8d: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1gml6ou,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1e7a,"dio_text_1gml6ou: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1gnylhs,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_02ww,"dio_text_1gnylhs: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1gwoia5,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_05ue,"dio_text_1gwoia5: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1hnuw0d,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1ah9,"dio_text_1hnuw0d: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1i95c1i,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0pam,"dio_text_1i95c1i: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1iipjpw,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1pkn,"dio_text_1iipjpw: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1j4naiy,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_0mdk,"dio_text_1j4naiy: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1jagfnc,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_1hj5,"dio_text_1jagfnc: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1k3l4kg,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_06v8,"dio_text_1k3l4kg: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1k7vqpn,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_02cr,"dio_text_1k7vqpn: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
G_ONLY->G_H,dio_text_1kjxkzy,carried_raw_space,True,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,new_unconfirmed_text_island,new_unconfirmed_text_island,0.206666667,0.0,0.55,0.082666667,0.0,1,dio_08e1,"dio_text_1kjxkzy: inner_unconfirmed_raw_space; score=0.207; stable=0.550; var=0.083; passiv, keine Handlung.",True,False,False,False,False,False,False,False
