symbol_family,trace_carry_state,visible_probe_count,carried_probe_count,kipp_probe_count,carry_ratio,first_probe,last_probe,first_kipp_probe,first_kipp_state,carried_before_first_kipp,longest_carried_run,longest_kipp_run,dominant_kipp_state,family_temporal_kipp_state,direction_support_state,alignment_state,left_text_island_symbol,right_text_island_symbol,score_delta,probe_path,kipp_state_path,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_15lu,trace_fully_carried,1,1,0,1.0,probe21,probe21,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_ntwlxl,dio_text_ntwlxl,0.0,probe21,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_16l1,trace_fully_carried,3,3,0,1.0,probe20,probe26,-,probe_no_visible_kipp,3,3,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_bkbong,dio_text_bkbong,0.0,probe20 -> probe24 -> probe26,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_17x0,trace_fully_carried,1,1,0,1.0,probe24,probe24,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1dwwyww,dio_text_1dwwyww,0.0,probe24,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_19b6,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_qt2gbm,dio_text_qt2gbm,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_19x7,trace_fully_carried,1,1,0,1.0,probe24,probe24,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_vleiij,dio_text_vleiij,0.0,probe24,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1c4a,trace_fully_carried,1,1,0,1.0,probe21,probe21,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_19g4nvn,dio_text_19g4nvn,0.0,probe21,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1cdk,trace_fully_carried,2,2,0,1.0,probe22,probe24,-,probe_no_visible_kipp,2,2,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_13h07td,dio_text_13h07td,0.0,probe22 -> probe24,probe_no_visible_kipp -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1chc,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_13i6h0l,dio_text_13i6h0l,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1cmt,trace_fully_carried,1,1,0,1.0,probe26,probe26,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1c3ihf1,dio_text_1c3ihf1,0.0,probe26,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1e9s,trace_fully_carried,1,1,0,1.0,probe21,probe21,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1iachuq,dio_text_1iachuq,0.0,probe21,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1ffn,trace_fully_carried,1,1,0,1.0,probe22,probe22,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1fs0gg9,dio_text_1fs0gg9,0.0,probe22,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1fzx,trace_fully_carried,2,2,0,1.0,probe25,probe26,-,probe_no_visible_kipp,2,2,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_ot5arl,dio_text_ot5arl,0.0,probe25 -> probe26,probe_no_visible_kipp -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1gad,trace_fully_carried,1,1,0,1.0,probe25,probe25,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_2irhf1,dio_text_2irhf1,0.0,probe25,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1h0p,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_13vhqp9,dio_text_13vhqp9,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1i05,trace_fully_carried,1,1,0,1.0,probe20,probe20,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1fs0gg9,dio_text_1fs0gg9,0.0,probe20,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1ipn,trace_fully_carried,1,1,0,1.0,probe21,probe21,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_11bh88,dio_text_11bh88,0.0,probe21,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1j58,trace_fully_carried,1,1,0,1.0,probe20,probe20,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1tct7oy,dio_text_1tct7oy,0.0,probe20,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1jgc,trace_fully_carried,3,3,0,1.0,probe22,probe26,-,probe_no_visible_kipp,3,3,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_16qwab5,dio_text_16qwab5,0.0,probe22 -> probe23 -> probe26,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1knc,trace_fully_carried,1,1,0,1.0,probe25,probe25,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_aaxelb,dio_text_aaxelb,0.0,probe25,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1lg2,trace_fully_carried,1,1,0,1.0,probe20,probe20,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_13ycr5k,dio_text_13ycr5k,0.0,probe20,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1ll2,trace_fully_carried,1,1,0,1.0,probe21,probe21,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_76t27b,dio_text_76t27b,0.0,probe21,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1mym,trace_fully_carried,2,2,0,1.0,probe21,probe23,-,probe_no_visible_kipp,2,2,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_lq0r40,dio_text_lq0r40,0.0,probe21 -> probe23,probe_no_visible_kipp -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1n5f,trace_fully_carried,1,1,0,1.0,probe25,probe25,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1usttu6,dio_text_1usttu6,0.0,probe25,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1nkk,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1q3n789,dio_text_1q3n789,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1obx,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_12t8zsq,dio_text_12t8zsq,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1pbz,trace_fully_carried,1,1,0,1.0,probe21,probe21,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1frqbhh,dio_text_1frqbhh,0.0,probe21,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1pvx,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1d10jqz,dio_text_1d10jqz,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1sdh,trace_fully_carried,1,1,0,1.0,probe24,probe24,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_xl7f0o,dio_text_xl7f0o,0.0,probe24,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1tdk,trace_fully_carried,1,1,0,1.0,probe21,probe21,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_6g436k,dio_text_6g436k,0.0,probe21,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1ull,trace_fully_carried,2,2,0,1.0,probe25,probe26,-,probe_no_visible_kipp,2,2,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_11og9em,dio_text_11og9em,0.0,probe25 -> probe26,probe_no_visible_kipp -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1vac,trace_fully_carried,1,1,0,1.0,probe20,probe20,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_a10xo7,dio_text_a10xo7,0.0,probe20,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1xc7,trace_fully_carried,1,1,0,1.0,probe26,probe26,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1xr7qn,dio_text_1xr7qn,0.0,probe26,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1xfl,trace_fully_carried,2,2,0,1.0,probe23,probe24,-,probe_no_visible_kipp,2,2,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_h6tosf,dio_text_h6tosf,0.0,probe23 -> probe24,probe_no_visible_kipp -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1xvd,trace_fully_carried,1,1,0,1.0,probe23,probe23,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_s8uxc7,dio_text_s8uxc7,0.0,probe23,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1ygj,trace_fully_carried,1,1,0,1.0,probe21,probe21,-,probe_no_visible_kipp,1,1,0,-,family_no_visible_temporal_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1wk80jz,dio_text_1wk80jz,0.0,probe21,probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_005k,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe25,probe25,probe25,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1nx137c,dio_text_1nx137c,0.0,probe25,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_01w7,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe26,probe26,probe26,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_149kk0l,dio_text_149kk0l,0.0,probe26,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_02rt,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe20,probe26,probe20,probe_trade_readiness_softens,0,0,3,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_3ahgvi,dio_text_1k9bges,-0.006666666,probe20 -> probe25 -> probe26,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0325,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe24,probe24,probe24,probe_best_reward_softens,0,0,1,probe_best_reward_softens,family_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1x39ndk,dio_text_1x39ndk,0.0,probe24,probe_best_reward_softens,True,False,False,False,False,False,False,False
dio_05cu,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe23,probe23,probe23,probe_best_reward_softens,0,0,1,probe_best_reward_softens,family_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1basglz,dio_text_1basglz,0.0,probe23,probe_best_reward_softens,True,False,False,False,False,False,False,False
dio_06jl,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe26,probe26,probe26,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_8enqgg,dio_text_8enqgg,0.0,probe26,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_07lp,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe21,probe21,probe21,probe_best_reward_softens,0,0,1,probe_best_reward_softens,family_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_zbbclx,dio_text_zbbclx,0.0,probe21,probe_best_reward_softens,True,False,False,False,False,False,False,False
dio_07mb,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe25,probe25,probe25,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_12n3ffm,dio_text_12n3ffm,0.0,probe25,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_07t9,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe22,probe26,probe22,probe_neuro_tone_reorganizes,0,0,3,probe_neuro_tone_reorganizes,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1iy6mgi,dio_text_1iy6mgi,0.0,probe22 -> probe25 -> probe26,probe_neuro_tone_reorganizes -> probe_lived_support_drop -> probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_080e,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe25,probe25,probe25,probe_best_reward_softens,0,0,1,probe_best_reward_softens,family_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_12o9nwj,dio_text_12o9nwj,0.0,probe25,probe_best_reward_softens,True,False,False,False,False,False,False,False
dio_091t,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe22,probe26,probe22,probe_trade_readiness_softens,0,0,2,probe_trade_readiness_softens,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1xmtz5m,dio_text_1xmtz5m,0.0,probe22 -> probe26,probe_trade_readiness_softens -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_09ow,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe22,probe22,probe22,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1t3exd1,dio_text_1t3exd1,0.0,probe22,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0avw,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe23,probe23,probe23,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1rv98v0,dio_text_1rv98v0,0.0,probe23,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0azl,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe26,probe26,probe26,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1usttu6,dio_text_1usttu6,0.0,probe26,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0b2b,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe23,probe23,probe23,probe_best_reward_softens,0,0,1,probe_best_reward_softens,family_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_uaq1vy,dio_text_uaq1vy,0.0,probe23,probe_best_reward_softens,True,False,False,False,False,False,False,False
dio_0bde,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe22,probe22,probe22,probe_best_reward_softens,0,0,1,probe_best_reward_softens,family_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_wgwxxp,dio_text_wgwxxp,0.0,probe22,probe_best_reward_softens,True,False,False,False,False,False,False,False
dio_0cxr,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe21,probe21,probe21,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1mx1n6v,dio_text_1mx1n6v,0.0,probe21,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0e02,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe23,probe23,probe23,probe_best_reward_softens,0,0,1,probe_best_reward_softens,family_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_uvzu2h,dio_text_uvzu2h,0.0,probe23,probe_best_reward_softens,True,False,False,False,False,False,False,False
dio_0ehw,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe23,probe23,probe23,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_i93h22,dio_text_i93h22,0.0,probe23,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0fsp,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe26,probe26,probe26,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_19v14dx,dio_text_19v14dx,0.0,probe26,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0ft4,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe25,probe26,probe25,probe_best_reward_softens,0,0,2,probe_best_reward_softens,family_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1udw1m6,dio_text_1udw1m6,0.0,probe25 -> probe26,probe_best_reward_softens -> probe_best_reward_softens,True,False,False,False,False,False,False,False
dio_0g2u,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe20,probe26,probe20,probe_lived_support_drop,0,0,3,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_7c9wtw,dio_text_1mr5oj3,0.006666666,probe20 -> probe22 -> probe26,probe_lived_support_drop -> probe_lived_support_drop -> probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0gmg,trace_immediate_or_continuous_kipp,5,0,5,0.0,probe20,probe24,probe20,probe_best_reward_softens,0,0,5,probe_best_reward_softens,family_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1y79hw9,dio_text_1y79hw9,0.0,probe20 -> probe21 -> probe22 -> probe23 -> probe24,probe_best_reward_softens -> probe_best_reward_softens -> probe_best_reward_softens -> probe_trade_readiness_softens -> probe_best_reward_softens,True,False,False,False,False,False,False,False
dio_0haj,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe24,probe24,probe24,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_3tb8s7,dio_text_3tb8s7,0.0,probe24,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0i4h,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe23,probe23,probe23,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_vmma0b,dio_text_vmma0b,0.0,probe23,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0ink,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe26,probe26,probe26,probe_best_reward_softens,0,0,1,probe_best_reward_softens,family_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_14vy8i0,dio_text_14vy8i0,0.0,probe26,probe_best_reward_softens,True,False,False,False,False,False,False,False
dio_0iou,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe25,probe26,probe25,probe_lived_support_drop,0,0,2,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_ys3tqn,dio_text_ys3tqn,0.0,probe25 -> probe26,probe_lived_support_drop -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
dio_0irs,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe21,probe21,probe21,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_10itpss,dio_text_10itpss,0.0,probe21,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0j34,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe26,probe26,probe26,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_cuitat,dio_text_cuitat,0.0,probe26,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0j8d,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe20,probe20,probe20,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1tl7ola,dio_text_1tl7ola,0.0,probe20,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0k0f,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe25,probe25,probe25,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_xjo4vv,dio_text_xjo4vv,0.0,probe25,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0ksa,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe22,probe24,probe22,probe_trade_readiness_softens,0,0,2,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_sg6q7d,dio_text_sg6q7d,0.0,probe22 -> probe24,probe_trade_readiness_softens -> probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0lrt,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe20,probe22,probe20,probe_trade_readiness_softens,0,0,2,probe_trade_readiness_softens,family_loses_lived_support,direction_support_reorganized,near_mcm_field_with_sensory_variation,dio_text_qf97iu,dio_text_qf97iu,0.0,probe20 -> probe22,probe_trade_readiness_softens -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_0m9e,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe20,probe25,probe20,probe_trade_readiness_softens,0,0,2,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1l0nbzl,dio_text_1l0nbzl,0.0,probe20 -> probe25,probe_trade_readiness_softens -> probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0ngs,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe23,probe23,probe23,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_eah94g,dio_text_eah94g,0.0,probe23,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0ni1,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe25,probe25,probe25,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_2oai6s,dio_text_2oai6s,0.0,probe25,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0nvd,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe22,probe25,probe22,probe_best_reward_softens,0,0,2,probe_best_reward_softens,family_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1rh97f6,dio_text_1rh97f6,0.0,probe22 -> probe25,probe_best_reward_softens -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
dio_0o73,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe20,probe26,probe20,probe_trade_readiness_softens,0,0,3,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1uruo2z,dio_text_1uruo2z,0.0,probe20 -> probe24 -> probe26,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
dio_0ocp,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe25,probe25,probe25,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1fad5qi,dio_text_1fad5qi,0.0,probe25,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0omt,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe22,probe22,probe22,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1d1v7l4,dio_text_1d1v7l4,0.0,probe22,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0pni,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe20,probe22,probe20,probe_trade_readiness_softens,0,0,2,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1jdlpx1,dio_text_1jdlpx1,0.0,probe20 -> probe22,probe_trade_readiness_softens -> probe_trade_readiness_softens,True,False,False,False,False,False,False,False
