run,tick,timestamp_ms,family,action,raw_action,kind,reward,best_action_training,best_reward_training,phase_active,phase_age,episode_relation,episode_binding_pressure,episode_release_pressure,trade_readiness,mature_transfer,relative_positive_reward
54,15,1767334500000000,dio_0p6m,WAIT,WAIT,observed_potential,0.0,SHORT,1.384854,0,7,different_contact,0.0,1.0,0.004729,0.004729,0.0
54,16,1767334800000000,dio_15fd,WAIT,WAIT,observed_potential,0.0,SHORT,1.43587,0,8,none,0.0,1.0,0.004491,0.004491,0.0
54,17,1767335100000000,dio_13ud,WAIT,WAIT,observed_potential,0.0,SHORT,1.239286,0,9,none,0.0,1.0,0.004013,0.004013,0.0
54,18,1767335400000000,dio_1erd,WAIT,WAIT,observed_potential,0.0,SHORT,0.979017,0,10,none,0.0,1.0,0.040682,0.040682,0.0
55,1,1767330300000000,dio_0n4c,SHORT,SHORT,positive_executed_contact,1.08523,SHORT,1.08523,0,9999,none,0.0,1.0,0.714173,0.073932,0.800638
55,6,1767331800000000,dio_1527,WAIT,WAIT,observed_potential,0.0,LONG,0.45883,0,5,different_contact,0.0,1.0,0.03969,0.03969,0.0
55,7,1767332100000000,dio_17tf,LONG,LONG,positive_executed_contact,0.745509,LONG,0.745509,0,6,different_contact,0.0,1.0,0.061897,0.060391,0.550006
55,12,1767333600000000,dio_1nnb,WAIT,WAIT,observed_potential,0.0,LONG,0.9379,0,5,different_contact,0.0,1.0,0.038186,0.038186,0.0
55,13,1767333900000000,dio_1hkr,LONG,LONG,positive_executed_contact,0.066334,LONG,0.066334,0,6,new_contact,0.332512,0.366166,0.152558,0.057036,0.048939
55,18,1767335400000000,dio_1erd,SHORT,SHORT,positive_executed_contact,0.979017,SHORT,0.979017,0,5,different_contact,0.0,1.0,0.081035,0.073134,0.722279
