direction_support_state,symbol_family,alignment_state,shift_state,left_text_island_symbol,right_text_island_symbol,score_delta,sensory_field_distance,left_episode_count,right_episode_count,episode_count_delta,left_dominant_best_action,right_dominant_best_action,left_dominant_observation_action,right_dominant_observation_action,left_avg_best_reward_training,right_avg_best_reward_training,best_reward_training_delta,left_avg_trade_readiness,right_avg_trade_readiness,trade_readiness_delta,left_best_action_counts,right_best_action_counts,left_observation_action_counts,right_observation_action_counts,left_avg_close_reward,right_avg_close_reward,close_reward_delta,left_world_labels,right_world_labels,left_temporal_state_counts,right_temporal_state_counts,left_neuro_tone_counts,right_neuro_tone_counts,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
direction_support_reorganized,dio_1o2b,near_mcm_field_with_sensory_variation,syntax_survives_reife_kippt,dio_text_14cjsrg,dio_text_14cjsrg,-0.276666666,0.092199809,6,2,-4,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.0128325,0.002562,-0.0102705,LONG:6,LONG:2,LONG:6,LONG:2,0.0,0.0,0.0,varianteG_repro_check_probe23:2|varianteG_repro_check_probe26:4,varianteH_repro_check_probe26:2,temporal_far_return:2|temporal_first_contact:4,temporal_first_contact:2,focus_tone:6,focus_tone:2,True,False,False,False,False,False,False,False
direction_support_reorganized,dio_1vz0,near_mcm_field_with_sensory_variation,syntax_survives_reife_kippt,dio_text_1puiyhl,dio_text_1puiyhl,-0.276666666,0.136487123,2,4,2,SHORT,SHORT,SHORT,SHORT,0.47619,0.4575395,-0.0186505,0.000716,0.0020525,0.0013365,SHORT:2,SHORT:4,SHORT:2,SHORT:4,0.0,0.0,0.0,varianteG_repro_check_probe24:2,varianteH_repro_check_probe20:4,temporal_first_contact:2,temporal_far_return:2|temporal_first_contact:2,observation_tone:2,observation_tone:4,True,False,False,False,False,False,False,False
same_sensory_field_direction_reward_weakens,dio_0t27,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_1j80ia3,dio_text_1j80ia3,-0.276666666,0.024087619,4,4,0,SHORT,WAIT,SHORT,-,0.25305,0.0041945,-0.2488555,0.0012595,1.475e-05,-0.00124475,SHORT:4,LONG:2|WAIT:2,SHORT:4,-:2|LONG:2,0.0,0.0,0.0,varianteG_repro_check_probe22:2|varianteG_repro_check_probe26:2,varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,temporal_first_contact:4,temporal_first_contact:4,observation_tone:4,observation_tone:4,True,False,False,False,False,False,False,False
same_sensory_field_direction_reward_weakens,dio_15lu,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_ntwlxl,dio_text_ntwlxl,-0.276666666,0.008822492,4,2,-2,LONG,LONG,LONG,LONG,1.0,0.075282,-0.924718,0.0087225,0.0002185,-0.008504,LONG:4,LONG:2,LONG:4,LONG:2,0.0,0.0,0.0,varianteG_repro_check_probe21:2|varianteG_repro_check_probe26:2,varianteH_repro_check_probe21:2,temporal_first_contact:4,temporal_first_contact:2,focus_tone:4,focus_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_less_lived_direction_support,dio_01sj,same_sensory_field_but_less_lived_support,syntax_survives_reife_kippt,dio_text_l4qsr6,dio_text_l4qsr6,-0.276666666,0.014688326,4,2,-2,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.0114515,0.0038615,-0.00759,LONG:4,LONG:2,LONG:4,LONG:2,0.0,0.0,0.0,varianteG_repro_check_probe25:2|varianteG_repro_check_probe26:2,varianteH_repro_check_probe26:2,temporal_first_contact:4,temporal_first_contact:2,focus_tone:4,focus_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_less_lived_direction_support,dio_01w7,same_sensory_field_but_less_lived_support,syntax_survives_reife_kippt,dio_text_149kk0l,dio_text_149kk0l,-0.276666666,0.038214,4,2,-2,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.0124345,0.00409,-0.0083445,LONG:4,LONG:2,LONG:4,LONG:2,0.0,0.0,0.0,varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:2,varianteH_repro_check_probe26:2,temporal_first_contact:4,temporal_first_contact:2,focus_tone:4,focus_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_less_lived_direction_support,dio_06gy,same_sensory_field_but_less_lived_support,syntax_survives_reife_kippt,dio_text_49bo5i,dio_text_49bo5i,-0.276666666,0.07553737,8,2,-6,LONG,LONG,LONG,LONG,0.40301425,1.0,0.59698575,0.0123625,0.004275,-0.0080875,LONG:8,LONG:2,LONG:8,LONG:2,0.0,0.0,0.0,varianteG_repro_check_probe20:4|varianteG_repro_check_probe21:2|varianteG_repro_check_probe22:2,varianteH_repro_check_probe21:2,temporal_far_return:2|temporal_first_contact:6,temporal_first_contact:2,focus_tone:8,focus_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_less_lived_direction_support,dio_0bm2,same_sensory_field_but_less_lived_support,syntax_survives_reife_kippt,dio_text_165ur45,dio_text_165ur45,-0.276666666,0.014139246,6,4,-2,SHORT,SHORT,SHORT,SHORT,1.0,1.0,0.0,0.01925,0.011529,-0.007721,SHORT:6,SHORT:4,SHORT:6,SHORT:4,0.0,0.0,0.0,varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:2|varianteG_repro_check_probe25:2,varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,temporal_first_contact:6,temporal_first_contact:4,focus_tone:6,focus_tone:4,True,False,False,False,False,False,False,False
same_sensory_field_less_lived_direction_support,dio_0w16,same_sensory_field_but_less_lived_support,syntax_survives_reife_kippt,dio_text_1y45cf6,dio_text_1y45cf6,-0.276666666,0.009908804,3,2,-1,LONG,LONG,LONG,LONG,0.271920667,0.439137,0.167216333,0.002219,0.0019305,-0.0002885,LONG:3,LONG:2,LONG:3,LONG:2,0.0,0.0,0.0,varianteG_repro_check_probe21:2|varianteG_repro_check_probe25:1,varianteH_repro_check_probe22:2,temporal_first_contact:3,temporal_first_contact:2,focus_tone:3,focus_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_less_lived_direction_support,dio_0x52,same_sensory_field_but_less_lived_support,syntax_survives_reife_kippt,dio_text_1456g6j,dio_text_1456g6j,-0.276666666,0.007631226,8,2,-6,SHORT,SHORT,SHORT,SHORT,1.0,1.0,0.0,0.025963375,0.0037115,-0.022251875,SHORT:8,SHORT:2,SHORT:8,SHORT:2,0.0,0.0,0.0,varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:2|varianteG_repro_check_probe25:2|varianteG_repro_check_probe26:2,varianteH_repro_check_probe25:2,temporal_first_contact:8,temporal_first_contact:2,focus_tone:8,focus_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_less_lived_direction_support,dio_1ekr,same_sensory_field_but_less_lived_support,syntax_survives_reife_kippt,dio_text_1mvaeuf,dio_text_1mvaeuf,-0.276666666,0.033438644,9,2,-7,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.034437,0.004299,-0.030138,LONG:9,LONG:2,-:1|LONG:8,LONG:2,0.054544111,0.0,-0.054544111,varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:2|varianteG_repro_check_probe24:2|varianteG_repro_check_probe25:3,varianteH_repro_check_probe25:2,temporal_far_return:1|temporal_first_contact:8,temporal_first_contact:2,focus_tone:8|relief_tone:1,focus_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_less_lived_direction_support,dio_1f9y,same_sensory_field_but_less_lived_support,syntax_survives_reife_kippt,dio_text_qxbcil,dio_text_qxbcil,-0.276666666,0.015190607,7,4,-3,LONG,LONG,LONG,LONG,0.312671857,0.358762,0.046090143,0.007956429,0.00403525,-0.003921179,LONG:7,LONG:4,LONG:7,LONG:4,0.0,0.0,0.0,varianteG_repro_check_probe20:2|varianteG_repro_check_probe23:2|varianteG_repro_check_probe24:2|varianteG_repro_check_probe26:1,varianteH_repro_check_probe23:2|varianteH_repro_check_probe24:2,temporal_first_contact:7,temporal_first_contact:4,focus_tone:7,focus_tone:4,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_03yz,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_es8kma,dio_text_es8kma,-0.276666666,0.010234754,4,4,0,LONG,LONG,LONG,LONG,0.489944,0.5040535,0.0141095,0.0023415,0.0023635,2.2e-05,LONG:4,LONG:4,LONG:4,LONG:4,0.0,0.0,0.0,varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:2,varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,temporal_first_contact:4,temporal_first_contact:4,observation_tone:4,observation_tone:4,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_05ws,same_sensory_field_but_reife_kippt,syntax_survives_reife_kippt,dio_text_18ku4h1,dio_text_18ku4h1,-0.276666666,0.029998734,4,12,8,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.0129405,0.073984083,0.061043583,LONG:4,LONG:12,LONG:4,-:4|LONG:8,0.0,0.253116667,0.253116667,varianteG_repro_check_probe22:2|varianteG_repro_check_probe24:2,varianteH_repro_check_probe20:2|varianteH_repro_check_probe22:2|varianteH_repro_check_probe23:2|varianteH_repro_check_probe24:2|varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,temporal_first_contact:4,temporal_first_contact:12,focus_tone:4,focus_tone:8|relief_tone:4,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_06b8,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_1mdfmx0,dio_text_1mdfmx0,-0.276666666,0.046450137,2,14,12,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.0016215,0.017971071,0.016349571,LONG:2,LONG:14,LONG:2,LONG:14,0.0,0.0,0.0,varianteG_repro_check_probe23:2,varianteH_repro_check_probe20:2|varianteH_repro_check_probe21:4|varianteH_repro_check_probe22:2|varianteH_repro_check_probe24:2|varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,temporal_first_contact:2,temporal_far_return:2|temporal_first_contact:12,observation_tone:2,observation_tone:14,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_07t9,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_1iy6mgi,dio_text_1iy6mgi,-0.276666666,0.019520224,4,4,0,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.008246,0.0083565,0.0001105,LONG:4,LONG:4,LONG:4,LONG:4,0.0,0.0,0.0,varianteG_repro_check_probe25:2|varianteG_repro_check_probe26:2,varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,temporal_first_contact:4,temporal_first_contact:4,focus_tone:2|observation_tone:2,observation_tone:4,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_095l,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_ta4qe,dio_text_ta4qe,-0.276666666,0.009204752,4,2,-2,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.00495725,0.0016375,-0.00331975,LONG:4,LONG:2,LONG:4,LONG:2,0.0,0.0,0.0,varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:2,varianteH_repro_check_probe22:2,temporal_first_contact:4,temporal_first_contact:2,observation_tone:4,observation_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_09u3,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_hcsd1z,dio_text_hcsd1z,-0.276666666,0.01304513,2,4,2,SHORT,SHORT,SHORT,SHORT,1.0,1.0,0.0,0.0028035,0.008376,0.0055725,SHORT:2,SHORT:4,SHORT:2,SHORT:4,0.0,0.0,0.0,varianteG_repro_check_probe24:2,varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,temporal_first_contact:2,temporal_first_contact:4,focus_tone:2,focus_tone:4,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0bde,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_wgwxxp,dio_text_wgwxxp,-0.276666666,0.015096915,2,2,0,SHORT,SHORT,SHORT,SHORT,0.393185,0.449871,0.056686,0.000577,0.000664,8.7e-05,SHORT:2,SHORT:2,SHORT:2,SHORT:2,0.0,0.0,0.0,varianteG_repro_check_probe22:2,varianteH_repro_check_probe22:2,temporal_first_contact:2,temporal_first_contact:2,observation_tone:2,observation_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0g9z,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_4aw9au,dio_text_4aw9au,-0.276666666,0.009414668,5,2,-3,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.0066684,0.001679,-0.0049894,LONG:5,LONG:2,LONG:5,LONG:2,0.0,0.0,0.0,varianteG_repro_check_probe22:2|varianteG_repro_check_probe25:1|varianteG_repro_check_probe26:2,varianteH_repro_check_probe26:2,temporal_first_contact:5,temporal_first_contact:2,observation_tone:5,observation_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0jx1,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_1htwnrh,dio_text_rpme7a,-0.27,0.004001661,1,2,1,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.0,0.0028125,0.0028125,LONG:1,LONG:2,LONG:1,LONG:2,0.0,0.0,0.0,varianteG_repro_check_probe25:1,varianteH_repro_check_probe25:2,temporal_first_contact:1,temporal_first_contact:2,focus_tone:1,focus_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0l9d,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_qtr0m5,dio_text_qtr0m5,-0.276666666,0.009578006,2,2,0,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.0016735,0.001696,2.25e-05,LONG:2,LONG:2,LONG:2,LONG:2,0.0,0.0,0.0,varianteG_repro_check_probe24:2,varianteH_repro_check_probe21:2,temporal_first_contact:2,temporal_first_contact:2,observation_tone:2,observation_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0nrp,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_k2zhzo,dio_text_k2zhzo,-0.276666666,0.014129535,2,2,0,SHORT,SHORT,SHORT,SHORT,1.0,1.0,0.0,0.0022445,0.0022345,-1e-05,SHORT:2,SHORT:2,SHORT:2,SHORT:2,0.0,0.0,0.0,varianteG_repro_check_probe21:2,varianteH_repro_check_probe21:2,temporal_first_contact:2,temporal_first_contact:2,observation_tone:2,observation_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0o73,same_sensory_field_but_reife_kippt,syntax_survives_reife_kippt,dio_text_1nd8ac7,dio_text_1uruo2z,-0.283333333,0.024544335,1,4,3,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.0,0.0126595,0.0126595,LONG:1,LONG:4,LONG:1,LONG:4,0.0,0.0,0.0,varianteG_repro_check_probe25:1,varianteH_repro_check_probe20:2|varianteH_repro_check_probe24:2,temporal_first_contact:1,temporal_first_contact:4,focus_tone:1,focus_tone:4,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0ocv,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_1dmfjko,dio_text_1dmfjko,-0.276666666,0.008447762,2,2,0,SHORT,SHORT,SHORT,SHORT,1.0,1.0,0.0,0.0015335,0.001539,5.5e-06,SHORT:2,SHORT:2,SHORT:2,SHORT:2,0.0,0.0,0.0,varianteG_repro_check_probe23:2,varianteH_repro_check_probe23:2,temporal_first_contact:2,temporal_first_contact:2,observation_tone:2,observation_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0p12,same_sensory_field_but_reife_kippt,syntax_survives_reife_kippt,dio_text_1nd8ac7,dio_text_1yu8n5z,-0.283333333,0.013299752,1,4,3,LONG,LONG,LONG,LONG,1.0,1.0,0.0,5e-06,0.01283025,0.01282525,LONG:1,LONG:4,LONG:1,LONG:4,0.0,0.0,0.0,varianteG_repro_check_probe25:1,varianteH_repro_check_probe25:2|varianteH_repro_check_probe26:2,temporal_first_contact:1,temporal_first_contact:4,focus_tone:1,focus_tone:4,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0pni,same_sensory_field_but_reife_kippt,syntax_survives_reife_kippt,dio_text_1jdlpx1,dio_text_1jdlpx1,-0.276666666,0.008144211,2,4,2,SHORT,SHORT,SHORT,SHORT,1.0,1.0,0.0,0.004004,0.011978,0.007974,SHORT:2,SHORT:4,SHORT:2,SHORT:4,0.0,0.0,0.0,varianteG_repro_check_probe23:2,varianteH_repro_check_probe20:2|varianteH_repro_check_probe22:2,temporal_first_contact:2,temporal_first_contact:4,focus_tone:2,focus_tone:4,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0q96,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_sagras,dio_text_sagras,-0.276666666,0.068073638,8,6,-2,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.020345875,0.0144805,-0.005865375,LONG:8,LONG:6,LONG:8,LONG:6,0.0,0.0,0.0,varianteG_repro_check_probe20:2|varianteG_repro_check_probe22:4|varianteG_repro_check_probe24:2,varianteH_repro_check_probe20:2|varianteH_repro_check_probe22:2|varianteH_repro_check_probe24:2,temporal_far_return:2|temporal_first_contact:6,temporal_first_contact:6,focus_tone:8,focus_tone:6,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0rwa,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_y8bf0y,dio_text_y8bf0y,-0.276666666,0.011752808,2,2,0,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.003771,0.0037915,2.05e-05,LONG:2,LONG:2,LONG:2,LONG:2,0.0,0.0,0.0,varianteG_repro_check_probe25:2,varianteH_repro_check_probe25:2,temporal_first_contact:2,temporal_first_contact:2,focus_tone:2,focus_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0v3a,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_1rv6a3m,dio_text_1rv6a3m,-0.276666666,0.009435511,2,2,0,SHORT,SHORT,SHORT,SHORT,1.0,1.0,0.0,0.001534,0.0015285,-5.5e-06,SHORT:2,SHORT:2,SHORT:2,SHORT:2,0.0,0.0,0.0,varianteG_repro_check_probe24:2,varianteH_repro_check_probe24:2,temporal_first_contact:2,temporal_first_contact:2,observation_tone:2,observation_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0xkp,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_je2snj,dio_text_je2snj,-0.276666666,0.006029735,2,2,0,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.001639,0.0016275,-1.15e-05,LONG:2,LONG:2,LONG:2,LONG:2,0.0,0.0,0.0,varianteG_repro_check_probe20:2,varianteH_repro_check_probe20:2,temporal_first_contact:2,temporal_first_contact:2,observation_tone:2,observation_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_0z2v,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_gnx1h,dio_text_7nc4jm,-0.283333333,0.027137287,2,2,0,SHORT,SHORT,SHORT,SHORT,0.424403,0.417957,-0.006446,0.0006155,0.0006325,1.7e-05,SHORT:2,SHORT:2,SHORT:2,SHORT:2,0.0,0.0,0.0,varianteG_repro_check_probe22:2,varianteH_repro_check_probe24:2,temporal_first_contact:2,temporal_first_contact:2,observation_tone:2,observation_tone:2,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_11vr,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_38zk5e,dio_text_38zk5e,-0.276666666,0.004459482,6,6,0,SHORT,SHORT,SHORT,SHORT,1.0,1.0,0.0,0.007571167,0.0075935,2.2333e-05,SHORT:6,SHORT:6,SHORT:6,SHORT:6,0.0,0.0,0.0,varianteG_repro_check_probe20:2|varianteG_repro_check_probe21:2|varianteG_repro_check_probe22:2,varianteH_repro_check_probe20:2|varianteH_repro_check_probe21:2|varianteH_repro_check_probe22:2,temporal_first_contact:6,temporal_first_contact:6,observation_tone:6,observation_tone:6,True,False,False,False,False,False,False,False
same_sensory_field_same_direction_but_reife_kippt,dio_140n,same_sensory_field_visible,syntax_survives_reife_kippt,dio_text_1fmhwrb,dio_text_1fmhwrb,-0.276666666,0.007736823,6,4,-2,LONG,LONG,LONG,LONG,1.0,1.0,0.0,0.012700333,0.00754725,-0.005153083,LONG:6,LONG:4,LONG:6,LONG:4,0.0,0.0,0.0,varianteG_repro_check_probe21:2|varianteG_repro_check_probe22:2|varianteG_repro_check_probe24:2,varianteH_repro_check_probe22:2|varianteH_repro_check_probe24:2,temporal_first_contact:6,temporal_first_contact:4,focus_tone:6,focus_tone:4,True,False,False,False,False,False,False,False
