symbol_family,family_temporal_kipp_state,first_kipp_probe,first_kipp_state,probe_state_path,direction_support_state,alignment_state,left_text_island_symbol,right_text_island_symbol,score_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_0nvd,family_best_reward_softens,probe22,probe_best_reward_softens,probe_best_reward_softens -> probe_neuro_tone_reorganizes,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1rh97f6,dio_text_1rh97f6,0.0,True,False,False,False,False,False,False,False
dio_0r29,family_best_reward_softens,probe21,probe_best_reward_softens,probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_jm8fgj,dio_text_jm8fgj,0.0,True,False,False,False,False,False,False,False
dio_0t27,family_best_reward_softens,probe26,probe_best_reward_softens,probe_no_visible_kipp -> probe_best_reward_softens,direction_support_not_visible_right,same_sensory_field_visible,dio_text_1j80ia3,dio_text_1j80ia3,0.0,True,False,False,False,False,False,False,False
dio_0w16,family_best_reward_softens,probe20,probe_neuro_tone_reorganizes,probe_neuro_tone_reorganizes -> probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1y45cf6,dio_text_13noqpo,0.006666666,True,False,False,False,False,False,False,False
dio_0w4x,family_best_reward_softens,probe23,probe_best_reward_softens,probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_lal9fp,dio_text_lal9fp,0.0,True,False,False,False,False,False,False,False
dio_0z2v,family_best_reward_softens,probe24,probe_best_reward_softens,probe_best_reward_softens -> probe_neuro_tone_reorganizes,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_7nc4jm,dio_text_7nc4jm,0.0,True,False,False,False,False,False,False,False
dio_0zmy,family_best_reward_softens,probe25,probe_best_reward_softens,probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_am0noc,dio_text_am0noc,0.0,True,False,False,False,False,False,False,False
dio_10q6,family_best_reward_softens,probe23,probe_best_reward_softens,probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1e0opc6,dio_text_1e0opc6,0.0,True,False,False,False,False,False,False,False
dio_155k,family_best_reward_softens,probe21,probe_best_reward_softens,probe_best_reward_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_k6niim,dio_text_k6niim,0.0,True,False,False,False,False,False,False,False
dio_171c,family_best_reward_softens,probe24,probe_best_reward_softens,probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_15pxei0,dio_text_15pxei0,0.0,True,False,False,False,False,False,False,False
dio_17ny,family_best_reward_softens,probe22,probe_best_reward_softens,probe_best_reward_softens -> probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_zqjhxt,dio_text_zqjhxt,0.0,True,False,False,False,False,False,False,False
dio_1f9y,family_best_reward_softens,probe24,probe_best_reward_softens,probe_no_visible_kipp -> probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_qxbcil,dio_text_qxbcil,0.0,True,False,False,False,False,False,False,False
dio_1fz7,family_best_reward_softens,probe23,probe_best_reward_softens,probe_best_reward_softens -> probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_53xiik,dio_text_53xiik,0.0,True,False,False,False,False,False,False,False
dio_1gwl,family_best_reward_softens,probe24,probe_best_reward_softens,probe_best_reward_softens -> probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1rh97f6,dio_text_1rh97f6,0.0,True,False,False,False,False,False,False,False
dio_1q4u,family_best_reward_softens,probe20,probe_best_reward_softens,probe_best_reward_softens -> probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_n8wqh9,dio_text_n8wqh9,0.0,True,False,False,False,False,False,False,False
dio_1qyi,family_best_reward_softens,probe21,probe_best_reward_softens,probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_n1nyds,dio_text_n1nyds,0.0,True,False,False,False,False,False,False,False
dio_1vz0,family_best_reward_softens,probe20,probe_best_reward_softens,probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1puiyhl,dio_text_1puiyhl,0.0,True,False,False,False,False,False,False,False
dio_1ytc,family_best_reward_softens,probe21,probe_best_reward_softens,probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1j0fpv7,dio_text_1puy4tw,0.013333333,True,False,False,False,False,False,False,False
dio_1k9e,family_has_direction_flip,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_direction_flip,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_ees1zy,dio_text_ees1zy,0.0,True,False,False,False,False,False,False,False
dio_03sc,family_loses_lived_support,probe25,probe_lived_support_drop,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_lived_support_drop,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_anc9t7,dio_text_anc9t7,0.0,True,False,False,False,False,False,False,False
dio_05ws,family_loses_lived_support,probe22,probe_trade_readiness_softens,probe_no_visible_kipp -> probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_no_visible_kipp -> probe_lived_support_drop,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_18ku4h1,dio_text_18ku4h1,0.0,True,False,False,False,False,False,False,False
dio_07t9,family_loses_lived_support,probe22,probe_neuro_tone_reorganizes,probe_neuro_tone_reorganizes -> probe_lived_support_drop -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1iy6mgi,dio_text_1iy6mgi,0.0,True,False,False,False,False,False,False,False
dio_091t,family_loses_lived_support,probe22,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_lived_support_drop,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1xmtz5m,dio_text_1xmtz5m,0.0,True,False,False,False,False,False,False,False
dio_0dos,family_loses_lived_support,probe25,probe_lived_support_drop,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_lived_support_drop,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1jr7z4y,dio_text_1jr7z4y,0.0,True,False,False,False,False,False,False,False
dio_0g2u,family_loses_lived_support,probe20,probe_lived_support_drop,probe_lived_support_drop -> probe_lived_support_drop -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_7c9wtw,dio_text_1mr5oj3,0.006666666,True,False,False,False,False,False,False,False
dio_0ic6,family_loses_lived_support,probe20,probe_neuro_tone_reorganizes,probe_neuro_tone_reorganizes -> probe_lived_support_drop -> probe_neuro_tone_reorganizes -> probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_hbz48m,dio_text_1mr5oj3,0.006666666,True,False,False,False,False,False,False,False
dio_0iou,family_loses_lived_support,probe25,probe_lived_support_drop,probe_lived_support_drop -> probe_neuro_tone_reorganizes,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_ys3tqn,dio_text_ys3tqn,0.0,True,False,False,False,False,False,False,False
dio_0lrt,family_loses_lived_support,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_lived_support_drop,direction_support_reorganized,near_mcm_field_with_sensory_variation,dio_text_qf97iu,dio_text_qf97iu,0.0,True,False,False,False,False,False,False,False
dio_0scd,family_loses_lived_support,probe22,probe_lived_support_drop,probe_lived_support_drop -> probe_neuro_tone_reorganizes,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_5arhqy,dio_text_1670z6i,0.013333333,True,False,False,False,False,False,False,False
dio_0yk9,family_loses_lived_support,probe20,probe_lived_support_drop,probe_lived_support_drop -> probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1xai1z3,dio_text_13noqpo,0.006666666,True,False,False,False,False,False,False,False
dio_0zq7,family_loses_lived_support,probe25,probe_lived_support_drop,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_lived_support_drop -> probe_lived_support_drop,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1th2n0q,dio_text_1th2n0q,0.0,True,False,False,False,False,False,False,False
dio_10qz,family_loses_lived_support,probe21,probe_lived_support_drop,probe_lived_support_drop -> probe_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_zl9d9m,dio_text_1puy4tw,0.013333333,True,False,False,False,False,False,False,False
dio_1204,family_loses_lived_support,probe20,probe_lived_support_drop,probe_lived_support_drop -> probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_p3rsab,dio_text_p3rsab,0.0,True,False,False,False,False,False,False,False
dio_14ud,family_loses_lived_support,probe21,probe_lived_support_drop,probe_lived_support_drop,direction_support_reorganized,near_mcm_field_with_sensory_variation,dio_text_1pg5688,dio_text_1pg5688,0.0,True,False,False,False,False,False,False,False
dio_16kq,family_loses_lived_support,probe24,probe_lived_support_drop,probe_no_visible_kipp -> probe_lived_support_drop,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1qlk2kz,dio_text_1qlk2kz,0.0,True,False,False,False,False,False,False,False
dio_19bg,family_loses_lived_support,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_lived_support_drop -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_14eizb9,dio_text_14eizb9,0.0,True,False,False,False,False,False,False,False
dio_19p7,family_loses_lived_support,probe21,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_lived_support_drop,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1qncd03,dio_text_1qncd03,0.0,True,False,False,False,False,False,False,False
dio_1gsg,family_loses_lived_support,probe22,probe_neuro_tone_reorganizes,probe_no_visible_kipp -> probe_neuro_tone_reorganizes -> probe_lived_support_drop -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1w8qj0i,dio_text_1w8qj0i,0.0,True,False,False,False,False,False,False,False
dio_1m7i,family_loses_lived_support,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_lived_support_drop,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_fu3xh4,dio_text_lutvb2,-0.006666666,True,False,False,False,False,False,False,False
dio_1mrs,family_loses_lived_support,probe24,probe_best_reward_softens,probe_best_reward_softens -> probe_lived_support_drop,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_u0lq7x,dio_text_u0lq7x,0.0,True,False,False,False,False,False,False,False
dio_1mwc,family_loses_lived_support,probe20,probe_lived_support_drop,probe_lived_support_drop -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_iws5z4,dio_text_iws5z4,0.0,True,False,False,False,False,False,False,False
dio_1qs4,family_loses_lived_support,probe20,probe_lived_support_drop,probe_lived_support_drop -> probe_neuro_tone_reorganizes,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_5ky4a5,dio_text_5ky4a5,0.0,True,False,False,False,False,False,False,False
dio_1s9i,family_loses_lived_support,probe22,probe_best_reward_softens,probe_no_visible_kipp -> probe_best_reward_softens -> probe_lived_support_drop,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_110kwje,dio_text_110kwje,0.0,True,False,False,False,False,False,False,False
dio_1si6,family_loses_lived_support,probe23,probe_lived_support_drop,probe_no_visible_kipp -> probe_lived_support_drop,same_sensory_field_direction_reward_weakens,same_sensory_field_visible,dio_text_1axxr0j,dio_text_1axxr0j,0.0,True,False,False,False,False,False,False,False
dio_1tjm,family_loses_lived_support,probe23,probe_trade_readiness_softens,probe_no_visible_kipp -> probe_trade_readiness_softens -> probe_lived_support_drop,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_4srlmc,dio_text_4srlmc,0.0,True,False,False,False,False,False,False,False
dio_1tsz,family_loses_lived_support,probe20,probe_lived_support_drop,probe_lived_support_drop -> probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1rk938,dio_text_1rk938,0.0,True,False,False,False,False,False,False,False
dio_1wgb,family_loses_lived_support,probe20,probe_neuro_tone_reorganizes,probe_neuro_tone_reorganizes -> probe_no_visible_kipp -> probe_lived_support_drop,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1o0sx2l,dio_text_1o0sx2l,0.0,True,False,False,False,False,False,False,False
dio_1xka,family_loses_lived_support,probe20,probe_lived_support_drop,probe_lived_support_drop -> probe_lived_support_drop -> probe_neuro_tone_reorganizes,direction_support_reorganized,near_mcm_field_with_sensory_variation,dio_text_s1hajl,dio_text_s1hajl,0.0,True,False,False,False,False,False,False,False
dio_1yob,family_loses_lived_support,probe21,probe_lived_support_drop,probe_lived_support_drop -> probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1ud2mlr,dio_text_1ud2mlr,0.0,True,False,False,False,False,False,False,False
dio_005q,family_neuro_temporal_reorganizes,probe22,probe_neuro_tone_reorganizes,probe_no_visible_kipp -> probe_neuro_tone_reorganizes -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1qox452,dio_text_1qox452,0.0,True,False,False,False,False,False,False,False
dio_07mw,family_neuro_temporal_reorganizes,probe20,probe_neuro_tone_reorganizes,probe_neuro_tone_reorganizes -> probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_xdaz95,dio_text_xdaz95,0.0,True,False,False,False,False,False,False,False
dio_1dl4,family_neuro_temporal_reorganizes,probe25,probe_neuro_tone_reorganizes,probe_neuro_tone_reorganizes -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1u7urjd,dio_text_1u7urjd,0.0,True,False,False,False,False,False,False,False
dio_1jba,family_neuro_temporal_reorganizes,probe20,probe_neuro_tone_reorganizes,probe_neuro_tone_reorganizes -> probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_153gn8y,dio_text_153gn8y,0.0,True,False,False,False,False,False,False,False
dio_1p8y,family_neuro_temporal_reorganizes,probe22,probe_neuro_tone_reorganizes,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_neuro_tone_reorganizes -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_19zy92r,dio_text_1g8gq6a,-0.006666666,True,False,False,False,False,False,False,False
dio_1pel,family_neuro_temporal_reorganizes,probe22,probe_neuro_tone_reorganizes,probe_neuro_tone_reorganizes -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1hyyuxo,dio_text_1hyyuxo,0.0,True,False,False,False,False,False,False,False
dio_00r9,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_bto3lt,dio_text_bto3lt,0.0,True,False,False,False,False,False,False,False
dio_010h,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_kyukuv,dio_text_kyukuv,0.0,True,False,False,False,False,False,False,False
dio_0120,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1ahli2l,dio_text_1ahli2l,0.0,True,False,False,False,False,False,False,False
dio_015b,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_iqfs7g,dio_text_iqfs7g,0.0,True,False,False,False,False,False,False,False
dio_01px,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_pktwcn,dio_text_pktwcn,0.0,True,False,False,False,False,False,False,False
dio_01sj,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_l4qsr6,dio_text_l4qsr6,0.0,True,False,False,False,False,False,False,False
dio_02y8,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_73ysj,dio_text_73ysj,0.0,True,False,False,False,False,False,False,False
dio_05e5,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_uo1fl9,dio_text_uo1fl9,0.0,True,False,False,False,False,False,False,False
dio_05xk,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1443oo6,dio_text_1443oo6,0.0,True,False,False,False,False,False,False,False
dio_065c,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_624m46,dio_text_624m46,0.0,True,False,False,False,False,False,False,False
dio_06gy,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_49bo5i,dio_text_49bo5i,0.0,True,False,False,False,False,False,False,False
dio_09tm,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_5k5jo,dio_text_5k5jo,0.0,True,False,False,False,False,False,False,False
dio_09u3,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_hcsd1z,dio_text_hcsd1z,0.0,True,False,False,False,False,False,False,False
dio_0a7t,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1quzea4,dio_text_1quzea4,0.0,True,False,False,False,False,False,False,False
dio_0bm2,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_165ur45,dio_text_165ur45,0.0,True,False,False,False,False,False,False,False
dio_0ce4,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_3e1xd0,dio_text_3e1xd0,0.0,True,False,False,False,False,False,False,False
dio_0e37,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_mxoyl,dio_text_mxoyl,0.0,True,False,False,False,False,False,False,False
dio_0eq2,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1ax4n8,dio_text_1ax4n8,0.0,True,False,False,False,False,False,False,False
dio_0g55,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_p3nmq3,dio_text_p3nmq3,0.0,True,False,False,False,False,False,False,False
dio_0hlx,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_4w08uw,dio_text_4w08uw,0.0,True,False,False,False,False,False,False,False
dio_0icm,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_wld9e3,dio_text_wld9e3,0.0,True,False,False,False,False,False,False,False
dio_0ipe,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_yv2emw,dio_text_yv2emw,0.0,True,False,False,False,False,False,False,False
dio_0jg9,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1fjyzwy,dio_text_1fjyzwy,0.0,True,False,False,False,False,False,False,False
dio_0jgk,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_25zy1o,dio_text_25zy1o,0.0,True,False,False,False,False,False,False,False
dio_0jp7,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1bpdywj,dio_text_1bpdywj,0.0,True,False,False,False,False,False,False,False
dio_0jx1,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_rpme7a,dio_text_1htwnrh,-0.006666666,True,False,False,False,False,False,False,False
dio_0kae,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_wxcxi3,dio_text_wxcxi3,0.0,True,False,False,False,False,False,False,False
dio_0kom,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_mycd4p,dio_text_mycd4p,0.0,True,False,False,False,False,False,False,False
dio_0kw1,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_17z5ng5,dio_text_17z5ng5,0.0,True,False,False,False,False,False,False,False
dio_0l9d,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_qtr0m5,dio_text_qtr0m5,0.0,True,False,False,False,False,False,False,False
dio_0lf6,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_17oi9bw,dio_text_17oi9bw,0.0,True,False,False,False,False,False,False,False
dio_0m7s,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1pzv1vh,dio_text_1pzv1vh,0.0,True,False,False,False,False,False,False,False
dio_0nki,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_evmppm,dio_text_evmppm,0.0,True,False,False,False,False,False,False,False
dio_0nmw,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_ffdehu,dio_text_ffdehu,0.0,True,False,False,False,False,False,False,False
dio_0nrp,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_k2zhzo,dio_text_k2zhzo,0.0,True,False,False,False,False,False,False,False
dio_0ocv,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1dmfjko,dio_text_1dmfjko,0.0,True,False,False,False,False,False,False,False
