symbol_family,family_temporal_kipp_state,first_kipp_probe,first_kipp_state,probe_state_path,direction_support_state,alignment_state,left_text_island_symbol,right_text_island_symbol,score_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_159y,family_trade_readiness_softens,probe26,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_q9zy6c,dio_text_q9zy6c,0.0,True,False,False,False,False,False,False,False
dio_15e5,family_trade_readiness_softens,probe22,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_14qp6fj,dio_text_4zi7v0,-0.006666666,True,False,False,False,False,False,False,False
dio_15hw,family_trade_readiness_softens,probe25,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_naa0jj,dio_text_naa0jj,0.0,True,False,False,False,False,False,False,False
dio_15rg,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_rs7nft,dio_text_rs7nft,0.0,True,False,False,False,False,False,False,False
dio_15u1,family_trade_readiness_softens,probe21,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_13fnt2o,dio_text_13fnt2o,0.0,True,False,False,False,False,False,False,False
dio_1635,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1e74g2f,dio_text_1e74g2f,0.0,True,False,False,False,False,False,False,False
dio_1640,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_neuro_tone_reorganizes,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1flqqmv,dio_text_1flqqmv,0.0,True,False,False,False,False,False,False,False
dio_16y1,family_trade_readiness_softens,probe21,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_cm994l,dio_text_cm994l,0.0,True,False,False,False,False,False,False,False
dio_17jb,family_trade_readiness_softens,probe26,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_ugc85o,dio_text_ugc85o,0.0,True,False,False,False,False,False,False,False
dio_184u,family_trade_readiness_softens,probe26,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_4d13oy,dio_text_4d13oy,0.0,True,False,False,False,False,False,False,False
dio_1a18,family_trade_readiness_softens,probe22,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_3ahgvi,dio_text_ezo43f,-0.006666666,True,False,False,False,False,False,False,False
dio_1a1w,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_vwzveq,dio_text_vwzveq,0.0,True,False,False,False,False,False,False,False
dio_1abl,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_11v2o2k,dio_text_11v2o2k,0.0,True,False,False,False,False,False,False,False
dio_1aqj,family_trade_readiness_softens,probe22,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_yxz3ep,dio_text_yxz3ep,0.0,True,False,False,False,False,False,False,False
dio_1are,family_trade_readiness_softens,probe21,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_viwvx3,dio_text_viwvx3,0.0,True,False,False,False,False,False,False,False
dio_1cln,family_trade_readiness_softens,probe26,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1d7dqoy,dio_text_1d7dqoy,0.0,True,False,False,False,False,False,False,False
dio_1dra,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_j99big,dio_text_j99big,0.0,True,False,False,False,False,False,False,False
dio_1eaf,family_trade_readiness_softens,probe25,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1hcib69,dio_text_1hcib69,0.0,True,False,False,False,False,False,False,False
dio_1ee7,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_6ru7uz,dio_text_1yteg9u,-0.006666666,True,False,False,False,False,False,False,False
dio_1ekr,family_trade_readiness_softens,probe25,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_neuro_tone_reorganizes,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1mvaeuf,dio_text_1mvaeuf,0.0,True,False,False,False,False,False,False,False
dio_1exx,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1ie121q,dio_text_1ie121q,0.0,True,False,False,False,False,False,False,False
dio_1im7,family_trade_readiness_softens,probe22,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_pt4dv2,dio_text_pt4dv2,0.0,True,False,False,False,False,False,False,False
dio_1iox,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_neuro_tone_reorganizes,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_7rnwrx,dio_text_7rnwrx,0.0,True,False,False,False,False,False,False,False
dio_1jxw,family_trade_readiness_softens,probe24,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_17t8ody,dio_text_17t8ody,0.0,True,False,False,False,False,False,False,False
dio_1k10,family_trade_readiness_softens,probe21,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_xks2gl,dio_text_xks2gl,0.0,True,False,False,False,False,False,False,False
dio_1lji,family_trade_readiness_softens,probe21,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1equ5i8,dio_text_1equ5i8,0.0,True,False,False,False,False,False,False,False
dio_1n79,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_yxz3ep,dio_text_yxz3ep,0.0,True,False,False,False,False,False,False,False
dio_1ndv,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1tpco55,dio_text_1tpco55,0.0,True,False,False,False,False,False,False,False
dio_1nwc,family_trade_readiness_softens,probe21,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1uhj5j1,dio_text_1uhj5j1,0.0,True,False,False,False,False,False,False,False
dio_1o2b,family_trade_readiness_softens,probe26,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_14cjsrg,dio_text_14cjsrg,0.0,True,False,False,False,False,False,False,False
dio_1qaq,family_trade_readiness_softens,probe26,probe_trade_readiness_softens,probe_no_visible_kipp -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_gg7sj4,dio_text_gg7sj4,0.0,True,False,False,False,False,False,False,False
dio_1qst,family_trade_readiness_softens,probe22,probe_trade_readiness_softens,probe_no_visible_kipp -> probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_nc8ood,dio_text_nc8ood,0.0,True,False,False,False,False,False,False,False
dio_1reh,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1m2z4x6,dio_text_1m2z4x6,0.0,True,False,False,False,False,False,False,False
dio_1s8p,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_syt9x8,dio_text_syt9x8,0.0,True,False,False,False,False,False,False,False
dio_1t2m,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1usrwzw,dio_text_1usrwzw,0.0,True,False,False,False,False,False,False,False
dio_1u5g,family_trade_readiness_softens,probe21,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_z2rm2a,dio_text_z2rm2a,0.0,True,False,False,False,False,False,False,False
dio_1ubq,family_trade_readiness_softens,probe25,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_147cmun,dio_text_147cmun,0.0,True,False,False,False,False,False,False,False
dio_1vg2,family_trade_readiness_softens,probe21,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1r13c5u,dio_text_1r13c5u,0.0,True,False,False,False,False,False,False,False
dio_1wja,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1ay26rp,dio_text_1ay26rp,0.0,True,False,False,False,False,False,False,False
dio_1wnl,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1ko0w1m,dio_text_1ko0w1m,0.0,True,False,False,False,False,False,False,False
dio_1wx6,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_vq0lte,dio_text_vq0lte,0.0,True,False,False,False,False,False,False,False
