symbol_family,trace_carry_state,visible_probe_count,carried_probe_count,kipp_probe_count,carry_ratio,first_probe,last_probe,first_kipp_probe,first_kipp_state,carried_before_first_kipp,longest_carried_run,longest_kipp_run,dominant_kipp_state,family_temporal_kipp_state,direction_support_state,alignment_state,left_text_island_symbol,right_text_island_symbol,score_delta,probe_path,kipp_state_path,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_01sj,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe25,probe26,probe25,probe_lived_support_drop,0,0,2,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_less_lived_direction_support,same_sensory_field_but_less_lived_support,dio_text_l4qsr6,dio_text_l4qsr6,-0.276666666,probe25 -> probe26,probe_lived_support_drop -> probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_01w7,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe20,probe26,probe20,probe_lived_support_drop,0,0,3,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_less_lived_direction_support,same_sensory_field_but_less_lived_support,dio_text_149kk0l,dio_text_149kk0l,-0.276666666,probe20 -> probe22 -> probe26,probe_lived_support_drop -> probe_lived_support_drop -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
dio_03yz,trace_immediate_or_continuous_kipp,4,0,4,0.0,probe20,probe26,probe20,probe_lived_support_drop,0,0,4,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_es8kma,dio_text_es8kma,-0.276666666,probe20 -> probe22 -> probe25 -> probe26,probe_lived_support_drop -> probe_lived_support_drop -> probe_neuro_tone_reorganizes -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
dio_06b8,trace_immediate_or_continuous_kipp,7,0,7,0.0,probe20,probe26,probe20,probe_neuro_tone_reorganizes,0,0,7,probe_neuro_tone_reorganizes,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1mdfmx0,dio_text_1mdfmx0,-0.276666666,probe20 -> probe21 -> probe22 -> probe23 -> probe24 -> probe25 -> probe26,probe_neuro_tone_reorganizes -> probe_neuro_tone_reorganizes -> probe_neuro_tone_reorganizes -> probe_lived_support_drop -> probe_neuro_tone_reorganizes -> probe_neuro_tone_reorganizes -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
dio_06gy,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe20,probe22,probe20,probe_lived_support_drop,0,0,3,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_less_lived_direction_support,same_sensory_field_but_less_lived_support,dio_text_49bo5i,dio_text_49bo5i,-0.276666666,probe20 -> probe21 -> probe22,probe_lived_support_drop -> probe_trade_readiness_softens -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_095l,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe20,probe22,probe20,probe_lived_support_drop,0,0,2,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_ta4qe,dio_text_ta4qe,-0.276666666,probe20 -> probe22,probe_lived_support_drop -> probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_09u3,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe24,probe26,probe24,probe_lived_support_drop,0,0,3,probe_neuro_tone_reorganizes,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_hcsd1z,dio_text_hcsd1z,-0.276666666,probe24 -> probe25 -> probe26,probe_lived_support_drop -> probe_neuro_tone_reorganizes -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
dio_0bm2,trace_immediate_or_continuous_kipp,4,0,4,0.0,probe20,probe26,probe20,probe_lived_support_drop,0,0,4,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_less_lived_direction_support,same_sensory_field_but_less_lived_support,dio_text_165ur45,dio_text_165ur45,-0.276666666,probe20 -> probe22 -> probe25 -> probe26,probe_lived_support_drop -> probe_lived_support_drop -> probe_trade_readiness_softens -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
dio_0ft4,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe25,probe26,probe25,probe_best_reward_softens,0,0,2,probe_best_reward_softens,family_loses_lived_support,direction_support_reorganized,near_mcm_field_with_sensory_variation,dio_text_1udw1m6,dio_text_1udw1m6,-0.276666666,probe25 -> probe26,probe_best_reward_softens -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_0g9z,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe22,probe26,probe22,probe_lived_support_drop,0,0,3,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_4aw9au,dio_text_4aw9au,-0.276666666,probe22 -> probe25 -> probe26,probe_lived_support_drop -> probe_lived_support_drop -> probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0gmg,trace_immediate_or_continuous_kipp,5,0,5,0.0,probe20,probe24,probe20,probe_neuro_tone_reorganizes,0,0,5,probe_direction_flip,family_has_direction_flip,direction_support_flips,near_mcm_field_with_sensory_variation,dio_text_1y79hw9,dio_text_1y79hw9,-0.276666666,probe20 -> probe21 -> probe22 -> probe23 -> probe24,probe_neuro_tone_reorganizes -> probe_direction_flip -> probe_direction_flip -> probe_lived_support_drop -> probe_direction_flip,True,False,False,False,False,False,False,False
dio_0ksa,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe20,probe24,probe20,probe_lived_support_drop,0,0,3,probe_lived_support_drop,family_loses_lived_support,direction_support_reorganized,near_mcm_field_with_sensory_variation,dio_text_sg6q7d,dio_text_sg6q7d,-0.276666666,probe20 -> probe22 -> probe24,probe_lived_support_drop -> probe_neuro_tone_reorganizes -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_0l9d,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe21,probe24,probe21,probe_neuro_tone_reorganizes,0,0,2,probe_neuro_tone_reorganizes,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_qtr0m5,dio_text_qtr0m5,-0.276666666,probe21 -> probe24,probe_neuro_tone_reorganizes -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_0nrp,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe21,probe21,probe21,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_k2zhzo,dio_text_k2zhzo,-0.276666666,probe21,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0o73,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe20,probe25,probe20,probe_neuro_tone_reorganizes,0,0,3,probe_neuro_tone_reorganizes,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_but_reife_kippt,dio_text_1nd8ac7,dio_text_1uruo2z,-0.283333333,probe20 -> probe24 -> probe25,probe_neuro_tone_reorganizes -> probe_neuro_tone_reorganizes -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_0pni,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe20,probe23,probe20,probe_neuro_tone_reorganizes,0,0,3,probe_neuro_tone_reorganizes,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_but_reife_kippt,dio_text_1jdlpx1,dio_text_1jdlpx1,-0.276666666,probe20 -> probe22 -> probe23,probe_neuro_tone_reorganizes -> probe_neuro_tone_reorganizes -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_0q96,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe20,probe24,probe20,probe_trade_readiness_softens,0,0,3,probe_trade_readiness_softens,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_sagras,dio_text_sagras,-0.276666666,probe20 -> probe22 -> probe24,probe_trade_readiness_softens -> probe_lived_support_drop -> probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0t27,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe22,probe26,probe22,probe_lived_support_drop,0,0,3,probe_lived_support_drop,family_has_direction_flip,same_sensory_field_direction_reward_weakens,same_sensory_field_visible,dio_text_1j80ia3,dio_text_1j80ia3,-0.276666666,probe22 -> probe25 -> probe26,probe_lived_support_drop -> probe_neuro_tone_reorganizes -> probe_direction_flip,True,False,False,False,False,False,False,False
dio_0v3a,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe24,probe24,probe24,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1rv6a3m,dio_text_1rv6a3m,-0.276666666,probe24,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0w16,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe21,probe25,probe21,probe_lived_support_drop,0,0,3,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_less_lived_direction_support,same_sensory_field_but_less_lived_support,dio_text_1y45cf6,dio_text_1y45cf6,-0.276666666,probe21 -> probe22 -> probe25,probe_lived_support_drop -> probe_neuro_tone_reorganizes -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_0x52,trace_immediate_or_continuous_kipp,4,0,4,0.0,probe20,probe26,probe20,probe_lived_support_drop,0,0,4,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_less_lived_direction_support,same_sensory_field_but_less_lived_support,dio_text_1456g6j,dio_text_1456g6j,-0.276666666,probe20 -> probe22 -> probe25 -> probe26,probe_lived_support_drop -> probe_lived_support_drop -> probe_trade_readiness_softens -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_0xkp,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe20,probe20,probe20,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_je2snj,dio_text_je2snj,-0.276666666,probe20,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_0z2v,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe22,probe24,probe22,probe_lived_support_drop,0,0,2,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_gnx1h,dio_text_7nc4jm,-0.283333333,probe22 -> probe24,probe_lived_support_drop -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
dio_108f,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe23,probe23,probe23,probe_lived_support_drop,0,0,1,probe_lived_support_drop,family_loses_lived_support,direction_support_reorganized,near_mcm_field_with_sensory_variation,dio_text_wmjdu3,dio_text_wmjdu3,-0.276666666,probe23,probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_140n,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe21,probe24,probe21,probe_lived_support_drop,0,0,3,probe_trade_readiness_softens,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1fmhwrb,dio_text_1fmhwrb,-0.276666666,probe21 -> probe22 -> probe24,probe_lived_support_drop -> probe_trade_readiness_softens -> probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_14eb,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe21,probe24,probe21,probe_lived_support_drop,0,0,2,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_but_reife_kippt,dio_text_1i6wmzu,dio_text_1i6wmzu,-0.276666666,probe21 -> probe24,probe_lived_support_drop -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
dio_15lu,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe21,probe26,probe21,probe_best_reward_softens,0,0,2,probe_best_reward_softens,family_loses_lived_support,same_sensory_field_direction_reward_weakens,same_sensory_field_visible,dio_text_ntwlxl,dio_text_ntwlxl,-0.276666666,probe21 -> probe26,probe_best_reward_softens -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_17ny,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe22,probe24,probe22,probe_neuro_tone_reorganizes,0,0,3,probe_neuro_tone_reorganizes,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_zqjhxt,dio_text_zqjhxt,-0.276666666,probe22 -> probe23 -> probe24,probe_neuro_tone_reorganizes -> probe_lived_support_drop -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
dio_19bg,trace_immediate_or_continuous_kipp,4,0,4,0.0,probe20,probe24,probe20,probe_lived_support_drop,0,0,4,probe_lived_support_drop,family_loses_lived_support,direction_support_reorganized,near_mcm_field_with_sensory_variation,dio_text_14eizb9,dio_text_14eizb9,-0.276666666,probe20 -> probe21 -> probe22 -> probe24,probe_lived_support_drop -> probe_lived_support_drop -> probe_lived_support_drop -> probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_1a1w,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe23,probe23,probe23,probe_lived_support_drop,0,0,1,probe_lived_support_drop,family_loses_lived_support,direction_support_reorganized,near_mcm_field_with_sensory_variation,dio_text_vwzveq,dio_text_vwzveq,-0.276666666,probe23,probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_1ekr,trace_immediate_or_continuous_kipp,4,0,4,0.0,probe20,probe25,probe20,probe_lived_support_drop,0,0,4,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_less_lived_direction_support,same_sensory_field_but_less_lived_support,dio_text_1mvaeuf,dio_text_1mvaeuf,-0.276666666,probe20 -> probe22 -> probe24 -> probe25,probe_lived_support_drop -> probe_lived_support_drop -> probe_lived_support_drop -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_1f9y,trace_immediate_or_continuous_kipp,4,0,4,0.0,probe20,probe26,probe20,probe_lived_support_drop,0,0,4,probe_lived_support_drop,family_loses_lived_support,same_sensory_field_less_lived_direction_support,same_sensory_field_but_less_lived_support,dio_text_qxbcil,dio_text_qxbcil,-0.276666666,probe20 -> probe23 -> probe24 -> probe26,probe_lived_support_drop -> probe_best_reward_softens -> probe_trade_readiness_softens -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_1ffn,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe22,probe25,probe22,probe_neuro_tone_reorganizes,0,0,2,probe_neuro_tone_reorganizes,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_tsjbnf,dio_text_1fs0gg9,-0.27,probe22 -> probe25,probe_neuro_tone_reorganizes -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_1i05,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe20,probe22,probe20,probe_neuro_tone_reorganizes,0,0,2,probe_neuro_tone_reorganizes,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1l6ux1l,dio_text_1fs0gg9,-0.27,probe20 -> probe22,probe_neuro_tone_reorganizes -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_1im7,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe20,probe24,probe20,probe_lived_support_drop,0,0,3,probe_trade_readiness_softens,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_pt4dv2,dio_text_pt4dv2,-0.276666666,probe20 -> probe22 -> probe24,probe_lived_support_drop -> probe_trade_readiness_softens -> probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_1jba,trace_immediate_or_continuous_kipp,4,0,4,0.0,probe20,probe26,probe20,probe_lived_support_drop,0,0,4,probe_lived_support_drop,family_has_direction_flip,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_153gn8y,dio_text_153gn8y,-0.276666666,probe20 -> probe21 -> probe22 -> probe26,probe_lived_support_drop -> probe_direction_flip -> probe_neuro_tone_reorganizes -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_1lg2,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe20,probe21,probe20,probe_neuro_tone_reorganizes,0,0,2,probe_neuro_tone_reorganizes,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_but_reife_kippt,dio_text_13ycr5k,dio_text_13ycr5k,-0.276666666,probe20 -> probe21,probe_neuro_tone_reorganizes -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_1mrs,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe24,probe26,probe24,probe_neuro_tone_reorganizes,0,0,3,probe_neuro_tone_reorganizes,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_but_reife_kippt,dio_text_176pb39,dio_text_u0lq7x,-0.283333333,probe24 -> probe25 -> probe26,probe_neuro_tone_reorganizes -> probe_lived_support_drop -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
dio_1o2b,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe23,probe26,probe23,probe_lived_support_drop,0,0,2,probe_lived_support_drop,family_loses_lived_support,direction_support_reorganized,near_mcm_field_with_sensory_variation,dio_text_14cjsrg,dio_text_14cjsrg,-0.276666666,probe23 -> probe26,probe_lived_support_drop -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_1ocs,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe24,probe24,probe24,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_12jcjlq,dio_text_12jcjlq,-0.276666666,probe24,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_1pvx,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe21,probe24,probe21,probe_lived_support_drop,0,0,3,probe_lived_support_drop,family_loses_lived_support,direction_support_flips,same_sensory_field_visible,dio_text_1d10jqz,dio_text_1d10jqz,-0.276666666,probe21 -> probe23 -> probe24,probe_lived_support_drop -> probe_neuro_tone_reorganizes -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_1t9x,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe23,probe23,probe23,probe_trade_readiness_softens,0,0,1,probe_trade_readiness_softens,family_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1xv5iq8,dio_text_1xv5iq8,-0.276666666,probe23,probe_trade_readiness_softens,True,False,False,False,False,False,False,False
dio_1vz0,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe20,probe24,probe20,probe_neuro_tone_reorganizes,0,0,2,probe_neuro_tone_reorganizes,family_loses_lived_support,direction_support_reorganized,near_mcm_field_with_sensory_variation,dio_text_1puiyhl,dio_text_1puiyhl,-0.276666666,probe20 -> probe24,probe_neuro_tone_reorganizes -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_1wx6,trace_immediate_or_continuous_kipp,2,0,2,0.0,probe23,probe25,probe23,probe_neuro_tone_reorganizes,0,0,2,probe_neuro_tone_reorganizes,family_loses_lived_support,direction_support_flips,syntax_survives_but_context_changed,dio_text_vq0lte,dio_text_vq0lte,-0.276666666,probe23 -> probe25,probe_neuro_tone_reorganizes -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_1xfl,trace_immediate_or_continuous_kipp,3,0,3,0.0,probe20,probe24,probe20,probe_lived_support_drop,0,0,3,probe_neuro_tone_reorganizes,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_h6tosf,dio_text_h6tosf,-0.276666666,probe20 -> probe23 -> probe24,probe_lived_support_drop -> probe_neuro_tone_reorganizes -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
dio_1ytc,trace_immediate_or_continuous_kipp,1,0,1,0.0,probe21,probe21,probe21,probe_best_reward_softens,0,0,1,probe_best_reward_softens,family_best_reward_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_but_reife_kippt,dio_text_1j0fpv7,dio_text_1j0fpv7,-0.276666666,probe21,probe_best_reward_softens,True,False,False,False,False,False,False,False
dio_1si6,trace_kipps_then_recarries,2,1,1,0.5,probe21,probe23,probe21,probe_neuro_tone_reorganizes,0,1,1,probe_neuro_tone_reorganizes,family_neuro_temporal_reorganizes,direction_support_flips,same_sensory_field_visible,dio_text_1axxr0j,dio_text_1axxr0j,-0.276666666,probe21 -> probe23,probe_neuro_tone_reorganizes -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1ull,trace_kipps_then_recarries,2,1,1,0.5,probe25,probe26,probe25,probe_neuro_tone_reorganizes,0,1,1,probe_neuro_tone_reorganizes,family_neuro_temporal_reorganizes,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_11og9em,dio_text_11og9em,-0.276666666,probe25 -> probe26,probe_neuro_tone_reorganizes -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_1vg2,trace_kipps_then_recarries,5,1,4,0.2,probe21,probe26,probe21,probe_neuro_tone_reorganizes,0,1,4,probe_neuro_tone_reorganizes,family_neuro_temporal_reorganizes,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1r13c5u,dio_text_1r13c5u,-0.276666666,probe21 -> probe22 -> probe24 -> probe25 -> probe26,probe_neuro_tone_reorganizes -> probe_neuro_tone_reorganizes -> probe_neuro_tone_reorganizes -> probe_neuro_tone_reorganizes -> probe_no_visible_kipp,True,False,False,False,False,False,False,False
dio_005q,trace_mixed_mostly_kipped,4,1,3,0.25,probe20,probe25,probe20,probe_neuro_tone_reorganizes,0,1,2,probe_neuro_tone_reorganizes,family_loses_lived_support,direction_support_reorganized,near_mcm_field_with_sensory_variation,dio_text_1qox452,dio_text_1qox452,-0.276666666,probe20 -> probe22 -> probe24 -> probe25,probe_neuro_tone_reorganizes -> probe_neuro_tone_reorganizes -> probe_no_visible_kipp -> probe_lived_support_drop,True,False,False,False,False,False,False,False
dio_05ws,trace_mixed_mostly_kipped,6,2,4,0.333333333,probe20,probe26,probe20,probe_neuro_tone_reorganizes,0,1,2,probe_neuro_tone_reorganizes,family_neuro_temporal_reorganizes,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_but_reife_kippt,dio_text_18ku4h1,dio_text_18ku4h1,-0.276666666,probe20 -> probe22 -> probe23 -> probe24 -> probe25 -> probe26,probe_neuro_tone_reorganizes -> probe_no_visible_kipp -> probe_neuro_tone_reorganizes -> probe_no_visible_kipp -> probe_neuro_tone_reorganizes -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
dio_1jgc,trace_mixed_mostly_kipped,4,1,3,0.25,probe22,probe26,probe22,probe_neuro_tone_reorganizes,0,1,2,probe_neuro_tone_reorganizes,family_loses_lived_support,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_but_reife_kippt,dio_text_16qwab5,dio_text_16qwab5,-0.276666666,probe22 -> probe23 -> probe24 -> probe26,probe_neuro_tone_reorganizes -> probe_no_visible_kipp -> probe_lived_support_drop -> probe_neuro_tone_reorganizes,True,False,False,False,False,False,False,False
