world_label,symbol_family,maturity_consequence_state,alignment_state,reflection_trades,reflection_tp,reflection_sl,reflection_reward_sum,avg_reflection_carry,avg_reflection_strain,world_carry,world_carried_cos,afterlook_rows,afterlook_best_positive_count,afterlook_avg_best_reward,afterlook_best_long,afterlook_best_short,afterlook_best_wait,afterlook_direction_hint,event_trades_seen,event_tp_seen,event_sl_seen,event_reward_sum_seen,passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric,is_future_teacher
probe14,dio_1rv1,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.3085865,0.2216505,0.0,0.0,2,2,1.0,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe14,dio_1guc,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.29575,0.2497315,0.0,0.0,2,2,1.0,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe14,dio_1t1w,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.293994,0.2559185,0.0,0.0,2,2,1.0,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe14,dio_1wie,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.2700595,0.23876,0.0,0.0,2,2,1.0,0,2,0,SHORT,0,0,0,0.0,True,False,False,False,False,False
probe14,dio_12jm,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.2657885,0.259156,0.0,0.0,2,2,1.0,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe14,dio_0xpt,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.262003,0.250029,0.0,0.0,2,2,1.0,0,2,0,SHORT,0,0,0,0.0,True,False,False,False,False,False
probe14,dio_0n45,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.2611625,0.2577795,0.0,0.0,2,2,0.242291,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe14,dio_1gxl,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.256868,0.2530205,0.0,0.0,2,2,1.0,0,2,0,SHORT,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_0hd3,withheld_carried_context_later_carried,alignment_carried_unconfirmed,0,0,0,0.0,0.30903,0.246607,0.280327,0.994597,2,2,1.0,0,2,0,SHORT,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_1pfo,withheld_carried_context_later_carried,alignment_carried_unconfirmed,0,0,0,0.0,0.30046,0.2547405,0.275958,0.975771,2,2,0.045249,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_1mx2,withheld_carried_context_later_carried,alignment_carried_unconfirmed,0,0,0,0.0,0.2989975,0.255451,0.275835,0.97734,2,2,1.0,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_0u1i,withheld_carried_context_later_carried,alignment_carried_unconfirmed,0,0,0,0.0,0.296267,0.2542345,0.274756,0.966349,2,2,1.0,0,2,0,SHORT,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_199c,withheld_carried_context_later_carried,alignment_carried_unconfirmed,0,0,0,0.0,0.292248,0.25524,0.270806,0.938757,2,2,1.0,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_0gmg,withheld_cautious_context_later_carried,alignment_cautious,0,0,0,0.0,0.2597915,0.27265,0.0,0.0,2,2,1.0,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_07rf,withheld_cautious_context_later_carried,alignment_cautious,0,0,0,0.0,0.2585745,0.2604185,0.0,0.0,2,2,0.287356,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_0izw,withheld_cautious_context_later_carried,alignment_cautious,0,0,0,0.0,0.2273665,0.2484055,0.0,0.0,2,2,1.0,0,2,0,SHORT,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_1g18,withheld_cautious_context_later_carried,alignment_cautious,0,0,0,0.0,0.226213,0.2454815,0.0,0.0,2,2,1.0,0,2,0,SHORT,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_14jl,withheld_cautious_context_later_carried,alignment_cautious,0,0,0,0.0,0.2194855,0.271369,0.0,0.0,2,2,0.743405,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_0cgn,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.314754,0.2181995,0.0,0.0,2,2,1.0,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_0x52,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.3050125,0.227187,0.0,0.0,2,2,1.0,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_1guc,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.2980585,0.247073,0.0,0.0,2,2,1.0,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_0eh8,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.2692245,0.239114,0.0,0.0,2,2,1.0,0,2,0,SHORT,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_12jm,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.2677675,0.258592,0.0,0.0,2,2,1.0,2,0,0,LONG,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_15ms,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.26107,0.249856,0.0,0.0,2,2,1.0,0,2,0,SHORT,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_173s,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.2609795,0.2585685,0.0,0.0,2,2,1.0,0,2,0,SHORT,0,0,0,0.0,True,False,False,False,False,False
probe15,dio_1gxl,withheld_carried_context_later_carried,alignment_inner_carried_unconfirmed,0,0,0,0.0,0.257746,0.251773,0.0,0.0,2,2,1.0,0,2,0,SHORT,0,0,0,0.0,True,False,False,False,False,False
