contrast_group,symbol_family,trace_carry_state,visible_probe_count,carried_probe_count,kipp_probe_count,carry_ratio,sensory_field_distance,sehen_flow_delta,hoeren_energy_delta,mcm_coherence_delta,mcm_tension_delta,mcm_asymmetry_delta,direction_support_state,left_dominant_best_action,right_dominant_best_action,best_reward_training_delta,trade_readiness_delta,avg_episode_count_delta,avg_trade_readiness_delta,lived_support_drop_count,direction_flip_count,neuro_tone_reorganizes_count,no_visible_kipp_count,left_text_island_symbol,right_text_island_symbol,first_kipp_probe,first_kipp_state,longest_carried_run,longest_kipp_run,dominant_kipp_state,alignment_state,score_delta,temporal_detail_count,avg_best_reward_training_delta,best_reward_softens_count,trade_readiness_softens_count,temporal_state_counts,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
immediate_or_continuous_kipp_trace,dio_0bm2,trace_immediate_or_continuous_kipp,4,0,4,0.0,0.014139246,-0.009746,0.011648,0.003261,-0.002663,-0.019783,same_sensory_field_less_lived_direction_support,SHORT,SHORT,0.0,-0.007721,-0.5,-0.008673,2,0,1,0,dio_text_165ur45,dio_text_165ur45,probe20,probe_lived_support_drop,0,4,probe_lived_support_drop,same_sensory_field_but_less_lived_support,-0.276666666,4,-0.25,0,1,probe_lived_support_drop:2|probe_neuro_tone_reorganizes:1|probe_trade_readiness_softens:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0ft4,trace_immediate_or_continuous_kipp,2,0,2,0.0,0.111166965,0.049645,0.02859,-0.002834,0.021336,0.02918,direction_support_reorganized,SHORT,SHORT,0.0022604,-0.00075015,-0.5,0.000418875,1,0,0,0,dio_text_1udw1m6,dio_text_1udw1m6,probe25,probe_best_reward_softens,0,2,probe_best_reward_softens,near_mcm_field_with_sensory_variation,-0.276666666,2,-0.00881725,1,0,probe_best_reward_softens:1|probe_lived_support_drop:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0g9z,trace_immediate_or_continuous_kipp,3,0,3,0.0,0.009414668,0.002073,-0.006585,-0.001844,0.004799,-0.000225,same_sensory_field_same_direction_but_reife_kippt,LONG,LONG,0.0,-0.0049894,-1.0,-0.006104167,2,0,0,0,dio_text_4aw9au,dio_text_4aw9au,probe22,probe_lived_support_drop,0,3,probe_lived_support_drop,same_sensory_field_visible,-0.276666666,3,-0.666666667,0,1,probe_lived_support_drop:2|probe_trade_readiness_softens:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0gmg,trace_immediate_or_continuous_kipp,5,0,5,0.0,0.091916313,-0.006586,-0.006399,-0.002443,0.003879,0.0082,direction_support_flips,SHORT,LONG,-0.2231438,-0.0057433,-0.4,-0.002788,1,3,1,0,dio_text_1y79hw9,dio_text_1y79hw9,probe20,probe_neuro_tone_reorganizes,0,5,probe_direction_flip,near_mcm_field_with_sensory_variation,-0.276666666,5,-0.0735605,0,0,probe_direction_flip:3|probe_lived_support_drop:1|probe_neuro_tone_reorganizes:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0ksa,trace_immediate_or_continuous_kipp,3,0,3,0.0,0.091501632,-0.02597,-0.005409,-0.001514,-0.005169,-0.026178,direction_support_reorganized,SHORT,SHORT,0.0,-0.007922667,-0.666666667,-0.0026675,2,0,1,0,dio_text_sg6q7d,dio_text_sg6q7d,probe20,probe_lived_support_drop,0,3,probe_lived_support_drop,near_mcm_field_with_sensory_variation,-0.276666666,3,0.0,0,0,probe_lived_support_drop:2|probe_neuro_tone_reorganizes:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0l9d,trace_immediate_or_continuous_kipp,2,0,2,0.0,0.009578006,-0.003939,0.031835,0.008914,-0.010896,-0.001559,same_sensory_field_same_direction_but_reife_kippt,LONG,LONG,0.0,2.25e-05,0.0,1.125e-05,1,0,1,0,dio_text_qtr0m5,dio_text_qtr0m5,probe21,probe_neuro_tone_reorganizes,0,2,probe_neuro_tone_reorganizes,same_sensory_field_visible,-0.276666666,2,0.0,0,0,probe_lived_support_drop:1|probe_neuro_tone_reorganizes:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0nrp,trace_immediate_or_continuous_kipp,1,0,1,0.0,0.014129535,-0.005644,0.0162,-0.004536,0.013636,-0.002142,same_sensory_field_same_direction_but_reife_kippt,SHORT,SHORT,0.0,-1e-05,0.0,-1e-05,0,0,0,0,dio_text_k2zhzo,dio_text_k2zhzo,probe21,probe_trade_readiness_softens,0,1,probe_trade_readiness_softens,same_sensory_field_visible,-0.276666666,1,0.0,0,1,probe_trade_readiness_softens:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0o73,trace_immediate_or_continuous_kipp,3,0,3,0.0,0.024544335,-0.051784,-0.02903,0.008129,-0.039689,-0.039802,same_sensory_field_same_direction_but_reife_kippt,LONG,LONG,0.0,0.0126595,1.0,0.008439667,1,0,2,0,dio_text_1nd8ac7,dio_text_1uruo2z,probe20,probe_neuro_tone_reorganizes,0,3,probe_neuro_tone_reorganizes,same_sensory_field_but_reife_kippt,-0.283333333,3,0.333333333,0,0,probe_lived_support_drop:1|probe_neuro_tone_reorganizes:2,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0pni,trace_immediate_or_continuous_kipp,3,0,3,0.0,0.008144211,-0.017095,0.010978,0.003074,-0.013287,-0.009438,same_sensory_field_same_direction_but_reife_kippt,SHORT,SHORT,0.0,0.007974,0.666666667,0.006650667,1,0,2,0,dio_text_1jdlpx1,dio_text_1jdlpx1,probe20,probe_neuro_tone_reorganizes,0,3,probe_neuro_tone_reorganizes,same_sensory_field_but_reife_kippt,-0.276666666,3,0.333333333,0,0,probe_lived_support_drop:1|probe_neuro_tone_reorganizes:2,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0q96,trace_immediate_or_continuous_kipp,3,0,3,0.0,0.068073638,0.009561,-0.005942,-0.001663,-0.001089,0.006165,same_sensory_field_same_direction_but_reife_kippt,LONG,LONG,0.0,-0.005865375,-0.666666667,-0.005866167,1,0,0,0,dio_text_sagras,dio_text_sagras,probe20,probe_trade_readiness_softens,0,3,probe_trade_readiness_softens,same_sensory_field_visible,-0.276666666,3,0.0,0,2,probe_lived_support_drop:1|probe_trade_readiness_softens:2,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0t27,trace_immediate_or_continuous_kipp,3,0,3,0.0,0.024087619,-0.010334,-0.045408,-0.007066,0.011943,-0.008399,same_sensory_field_direction_reward_weakens,SHORT,WAIT,-0.2488555,-0.00124475,0.0,-0.000829833,1,1,1,0,dio_text_1j80ia3,dio_text_1j80ia3,probe22,probe_lived_support_drop,0,3,probe_lived_support_drop,same_sensory_field_visible,-0.276666666,3,-0.165903667,0,0,probe_direction_flip:1|probe_lived_support_drop:1|probe_neuro_tone_reorganizes:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0v3a,trace_immediate_or_continuous_kipp,1,0,1,0.0,0.009435511,0.005552,-0.000953,0.000267,-0.000938,0.006869,same_sensory_field_same_direction_but_reife_kippt,SHORT,SHORT,0.0,-5.5e-06,0.0,-5.5e-06,0,0,0,0,dio_text_1rv6a3m,dio_text_1rv6a3m,probe24,probe_trade_readiness_softens,0,1,probe_trade_readiness_softens,same_sensory_field_visible,-0.276666666,1,0.0,0,1,probe_trade_readiness_softens:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0w16,trace_immediate_or_continuous_kipp,3,0,3,0.0,0.009908804,0.022921,0.001449,-0.000406,0.00982,0.017564,same_sensory_field_less_lived_direction_support,LONG,LONG,0.167216333,-0.0002885,-0.333333333,-0.001205667,2,0,1,0,dio_text_1y45cf6,dio_text_1y45cf6,probe21,probe_lived_support_drop,0,3,probe_lived_support_drop,same_sensory_field_but_less_lived_support,-0.276666666,3,-0.040574333,0,0,probe_lived_support_drop:2|probe_neuro_tone_reorganizes:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0x52,trace_immediate_or_continuous_kipp,4,0,4,0.0,0.007631226,-0.004359,-0.007022,0.001966,-0.006175,-0.008876,same_sensory_field_less_lived_direction_support,SHORT,SHORT,0.0,-0.022251875,-1.5,-0.0250355,3,0,0,0,dio_text_1456g6j,dio_text_1456g6j,probe20,probe_lived_support_drop,0,4,probe_lived_support_drop,same_sensory_field_but_less_lived_support,-0.276666666,4,-0.75,0,1,probe_lived_support_drop:3|probe_trade_readiness_softens:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0xkp,trace_immediate_or_continuous_kipp,1,0,1,0.0,0.006029735,0.00547,-0.008349,-0.002338,0.00298,0.002465,same_sensory_field_same_direction_but_reife_kippt,LONG,LONG,0.0,-1.15e-05,0.0,-1.15e-05,0,0,0,0,dio_text_je2snj,dio_text_je2snj,probe20,probe_trade_readiness_softens,0,1,probe_trade_readiness_softens,same_sensory_field_visible,-0.276666666,1,0.0,0,1,probe_trade_readiness_softens:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_0z2v,trace_immediate_or_continuous_kipp,2,0,2,0.0,0.027137287,-0.068232,0.052307,0.014646,-0.002411,-0.026078,same_sensory_field_same_direction_but_reife_kippt,SHORT,SHORT,-0.006446,1.7e-05,0.0,8.5e-06,1,0,1,0,dio_text_gnx1h,dio_text_7nc4jm,probe22,probe_lived_support_drop,0,2,probe_lived_support_drop,same_sensory_field_visible,-0.283333333,2,-0.003223,0,0,probe_lived_support_drop:1|probe_neuro_tone_reorganizes:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_108f,trace_immediate_or_continuous_kipp,1,0,1,0.0,0.137647009,0.006859,-0.001054,-0.000295,-0.000948,0.007931,direction_support_reorganized,LONG,LONG,0.0,-0.00320775,-2.0,-0.00320775,1,0,0,0,dio_text_wmjdu3,dio_text_wmjdu3,probe23,probe_lived_support_drop,0,1,probe_lived_support_drop,near_mcm_field_with_sensory_variation,-0.276666666,1,0.0,0,0,probe_lived_support_drop:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_140n,trace_immediate_or_continuous_kipp,3,0,3,0.0,0.007736823,0.017522,-0.011714,-0.003279,-0.000257,0.013507,same_sensory_field_same_direction_but_reife_kippt,LONG,LONG,0.0,-0.005153083,-0.666666667,-0.007668833,1,0,0,0,dio_text_1fmhwrb,dio_text_1fmhwrb,probe21,probe_lived_support_drop,0,3,probe_trade_readiness_softens,same_sensory_field_visible,-0.276666666,3,-0.333333333,0,2,probe_lived_support_drop:1|probe_trade_readiness_softens:2,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_14eb,trace_immediate_or_continuous_kipp,2,0,2,0.0,0.010955024,0.028923,0.003808,-0.001066,0.016789,0.010411,same_sensory_field_same_direction_but_reife_kippt,LONG,LONG,0.153854,0.000671,0.0,0.0003355,1,0,1,0,dio_text_1i6wmzu,dio_text_1i6wmzu,probe21,probe_lived_support_drop,0,2,probe_lived_support_drop,same_sensory_field_but_reife_kippt,-0.276666666,2,0.076927,0,0,probe_lived_support_drop:1|probe_neuro_tone_reorganizes:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_15lu,trace_immediate_or_continuous_kipp,2,0,2,0.0,0.008822492,0.01049,0.022142,0.000228,-0.007633,-0.000338,same_sensory_field_direction_reward_weakens,LONG,LONG,-0.924718,-0.008504,-1.0,-0.00861325,1,0,0,0,dio_text_ntwlxl,dio_text_ntwlxl,probe21,probe_best_reward_softens,0,2,probe_best_reward_softens,same_sensory_field_visible,-0.276666666,2,-0.962359,1,0,probe_best_reward_softens:1|probe_lived_support_drop:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_17ny,trace_immediate_or_continuous_kipp,3,0,3,0.0,0.03624822,-0.094614,0.016081,0.004502,-0.038226,-0.050174,same_sensory_field_same_direction_but_reife_kippt,SHORT,SHORT,0.156416,0.00167125,0.666666667,0.0012835,1,0,2,0,dio_text_zqjhxt,dio_text_zqjhxt,probe22,probe_neuro_tone_reorganizes,0,3,probe_neuro_tone_reorganizes,same_sensory_field_visible,-0.276666666,3,0.208960667,0,0,probe_lived_support_drop:1|probe_neuro_tone_reorganizes:2,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_19bg,trace_immediate_or_continuous_kipp,4,0,4,0.0,0.137015339,0.018824,0.00534,0.001495,-0.009688,0.00287,direction_support_reorganized,LONG,LONG,0.0,-0.012630875,-2.0,-0.012630833,3,0,0,0,dio_text_14eizb9,dio_text_14eizb9,probe20,probe_lived_support_drop,0,4,probe_lived_support_drop,near_mcm_field_with_sensory_variation,-0.276666666,4,0.0,0,1,probe_lived_support_drop:3|probe_trade_readiness_softens:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1a1w,trace_immediate_or_continuous_kipp,1,0,1,0.0,0.137956243,0.025199,0.009021,-0.002526,0.012111,0.012363,direction_support_reorganized,LONG,LONG,0.0,-0.0077855,-2.0,-0.0077855,1,0,0,0,dio_text_vwzveq,dio_text_vwzveq,probe23,probe_lived_support_drop,0,1,probe_lived_support_drop,near_mcm_field_with_sensory_variation,-0.276666666,1,0.0,0,0,probe_lived_support_drop:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1ekr,trace_immediate_or_continuous_kipp,4,0,4,0.0,0.033438644,0.002903,-0.033375,-0.007389,0.008235,-0.001309,same_sensory_field_less_lived_direction_support,LONG,LONG,0.0,-0.030138,-1.75,-0.030130875,4,0,0,0,dio_text_1mvaeuf,dio_text_1mvaeuf,probe20,probe_lived_support_drop,0,4,probe_lived_support_drop,same_sensory_field_but_less_lived_support,-0.276666666,4,-0.75,0,0,probe_lived_support_drop:4,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1f9y,trace_immediate_or_continuous_kipp,4,0,4,0.0,0.015190607,0.020699,0.011375,-0.003185,0.009198,0.025253,same_sensory_field_less_lived_direction_support,LONG,LONG,0.046090143,-0.003921179,-0.75,-0.006978,2,0,0,0,dio_text_qxbcil,dio_text_qxbcil,probe20,probe_lived_support_drop,0,4,probe_lived_support_drop,same_sensory_field_but_less_lived_support,-0.276666666,4,-0.132179,1,1,probe_best_reward_softens:1|probe_lived_support_drop:2|probe_trade_readiness_softens:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1ffn,trace_immediate_or_continuous_kipp,2,0,2,0.0,0.021267441,0.007448,0.003206,-0.000897,0.006457,0.003734,same_sensory_field_same_direction_but_reife_kippt,SHORT,SHORT,0.0,-1.6e-05,0.0,-8e-06,1,0,1,0,dio_text_tsjbnf,dio_text_1fs0gg9,probe22,probe_neuro_tone_reorganizes,0,2,probe_neuro_tone_reorganizes,same_sensory_field_visible,-0.27,2,0.0,0,0,probe_lived_support_drop:1|probe_neuro_tone_reorganizes:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1i05,trace_immediate_or_continuous_kipp,2,0,2,0.0,0.010501657,0.010962,0.023832,-0.006673,0.009427,0.001797,same_sensory_field_same_direction_but_reife_kippt,SHORT,SHORT,0.0,-2.75e-05,0.0,-1.375e-05,1,0,1,0,dio_text_1l6ux1l,dio_text_1fs0gg9,probe20,probe_neuro_tone_reorganizes,0,2,probe_neuro_tone_reorganizes,same_sensory_field_visible,-0.27,2,0.0,0,0,probe_lived_support_drop:1|probe_neuro_tone_reorganizes:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1im7,trace_immediate_or_continuous_kipp,3,0,3,0.0,0.0721185,0.007827,0.029829,0.008353,-0.01476,0.026737,same_sensory_field_same_direction_but_reife_kippt,SHORT,SHORT,0.0,-0.01099825,-1.333333333,-0.017497333,1,0,0,0,dio_text_pt4dv2,dio_text_pt4dv2,probe20,probe_lived_support_drop,0,3,probe_trade_readiness_softens,same_sensory_field_visible,-0.276666666,3,-0.333333333,0,2,probe_lived_support_drop:1|probe_trade_readiness_softens:2,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1jba,trace_immediate_or_continuous_kipp,4,0,4,0.0,0.005862399,-0.012414,-0.015845,0.002657,0.000783,-0.007111,same_sensory_field_same_direction_but_reife_kippt,LONG,LONG,-0.0925889,-0.0058819,-0.25,-0.00540925,2,1,1,0,dio_text_153gn8y,dio_text_153gn8y,probe20,probe_lived_support_drop,0,4,probe_lived_support_drop,same_sensory_field_visible,-0.276666666,4,-0.252137,0,0,probe_direction_flip:1|probe_lived_support_drop:2|probe_neuro_tone_reorganizes:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1lg2,trace_immediate_or_continuous_kipp,2,0,2,0.0,0.011317391,3.8e-05,-0.037198,0.010415,-0.015595,-0.000866,same_sensory_field_same_direction_but_reife_kippt,SHORT,SHORT,0.0,2.35e-05,0.0,1.175e-05,1,0,1,0,dio_text_13ycr5k,dio_text_13ycr5k,probe20,probe_neuro_tone_reorganizes,0,2,probe_neuro_tone_reorganizes,same_sensory_field_but_reife_kippt,-0.276666666,2,0.0,0,0,probe_lived_support_drop:1|probe_neuro_tone_reorganizes:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1mrs,trace_immediate_or_continuous_kipp,3,0,3,0.0,0.011725779,-0.021384,0.007167,-0.002007,-0.002409,-0.000656,same_sensory_field_same_direction_but_reife_kippt,LONG,LONG,0.304752,0.01178625,1.0,0.0078575,1,0,2,0,dio_text_176pb39,dio_text_u0lq7x,probe24,probe_neuro_tone_reorganizes,0,3,probe_neuro_tone_reorganizes,same_sensory_field_but_reife_kippt,-0.283333333,3,0.369834667,0,0,probe_lived_support_drop:1|probe_neuro_tone_reorganizes:2,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1o2b,trace_immediate_or_continuous_kipp,2,0,2,0.0,0.092199809,-0.031112,-0.017509,-0.004902,0.010648,-0.005532,direction_support_reorganized,LONG,LONG,0.0,-0.0102705,-2.0,-0.00898775,2,0,0,0,dio_text_14cjsrg,dio_text_14cjsrg,probe23,probe_lived_support_drop,0,2,probe_lived_support_drop,near_mcm_field_with_sensory_variation,-0.276666666,2,-0.5,0,0,probe_lived_support_drop:2,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1ocs,trace_immediate_or_continuous_kipp,1,0,1,0.0,0.005419259,0.005464,-0.009306,-0.002606,0.001017,-0.001128,same_sensory_field_same_direction_but_reife_kippt,LONG,LONG,0.0,-9.5e-06,0.0,-9.5e-06,0,0,0,0,dio_text_12jcjlq,dio_text_12jcjlq,probe24,probe_trade_readiness_softens,0,1,probe_trade_readiness_softens,same_sensory_field_visible,-0.276666666,1,0.0,0,1,probe_trade_readiness_softens:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1pvx,trace_immediate_or_continuous_kipp,3,0,3,0.0,0.036275722,0.109799,0.032412,-0.009076,-0.027517,0.056661,direction_support_flips,LONG,SHORT,0.0,-0.00569375,-0.666666667,-0.004685,2,0,1,0,dio_text_1d10jqz,dio_text_1d10jqz,probe21,probe_lived_support_drop,0,3,probe_lived_support_drop,same_sensory_field_visible,-0.276666666,3,-0.333333333,0,0,probe_lived_support_drop:2|probe_neuro_tone_reorganizes:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1t9x,trace_immediate_or_continuous_kipp,1,0,1,0.0,0.014412916,-0.008389,0.014388,0.004028,-0.00603,-0.018362,same_sensory_field_same_direction_but_reife_kippt,SHORT,SHORT,0.0,-1e-06,0.0,-1e-06,0,0,0,0,dio_text_1xv5iq8,dio_text_1xv5iq8,probe23,probe_trade_readiness_softens,0,1,probe_trade_readiness_softens,same_sensory_field_visible,-0.276666666,1,0.0,0,1,probe_trade_readiness_softens:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1vz0,trace_immediate_or_continuous_kipp,2,0,2,0.0,0.136487123,-0.005846,0.014839,0.00247,-0.003306,0.003489,direction_support_reorganized,SHORT,SHORT,-0.0186505,0.0013365,1.0,0.00066825,1,0,1,0,dio_text_1puiyhl,dio_text_1puiyhl,probe20,probe_neuro_tone_reorganizes,0,2,probe_neuro_tone_reorganizes,near_mcm_field_with_sensory_variation,-0.276666666,2,-0.00932525,0,0,probe_lived_support_drop:1|probe_neuro_tone_reorganizes:1,True,False,False,False,False,False,False,False
immediate_or_continuous_kipp_trace,dio_1wx6,trace_immediate_or_continuous_kipp,2,0,2,0.0,0.4042069,-0.614648,-0.061932,0.617341,0.222692,-0.434858,direction_support_flips,SHORT,LONG,0.0,0.0016175,0.0,0.00080875,1,0,1,0,dio_text_vq0lte,dio_text_vq0lte,probe23,probe_neuro_tone_reorganizes,0,2,probe_neuro_tone_reorganizes,syntax_survives_but_context_changed,-0.276666666,2,0.0,0,0,probe_lived_support_drop:1|probe_neuro_tone_reorganizes:1,True,False,False,False,False,False,False,False
