run,tick,symbol_family,inner_state,previous_inner_state,inner_transition,stability_kind,contact_quality,contact_state,action,reward,best_reward_training,passive_only
135,15,dio_0akd,inner_carried,inner_carried,same_inner_state,stable_state,observed_potential,observed_potential_contact,WAIT,0.0,0.776339,1
135,16,dio_0fzl,inner_open_observation,inner_carried,inner_carried_to_inner_open_observation,transition_state,observed_potential,observed_potential_contact,WAIT,0.0,0.385437,1
135,17,dio_13u8,inner_open_observation,inner_open_observation,same_inner_state,stable_state,observed_potential,observed_potential_contact,WAIT,0.0,0.351496,1
135,18,dio_0120,inner_carried,inner_open_observation,inner_open_observation_to_inner_carried,transition_state,observed_potential,observed_potential_contact,WAIT,0.0,0.333944,1
136,1,dio_1bwb,inner_carried,-,timeline_start,start_state,positive_real_contact,executed_positive_contact,SHORT,0.911881,0.911881,1
136,6,dio_0ofo,inner_carried,inner_carried,same_inner_state,stable_state,positive_real_contact,executed_positive_contact,LONG,1.453,1.453,1
136,11,dio_14xc,inner_open_observation,inner_carried,inner_carried_to_inner_open_observation,transition_state,observed_potential,observed_potential_contact,WAIT,0.0,0.094628,1
136,12,dio_1mym,inner_open_observation,inner_open_observation,same_inner_state,stable_state,observed_potential,observed_potential_contact,WAIT,0.0,0.175028,1
136,13,dio_1k7y,inner_unfinished,inner_open_observation,inner_open_observation_to_inner_unfinished,transition_state,observed_potential,held_active_impulse,WAIT,0.0,0.695042,1
136,14,dio_04z7,inner_carried,inner_unfinished,inner_unfinished_to_inner_carried,transition_state,positive_real_contact,executed_positive_contact,LONG,1.08676,1.08676,1
