debug_root,root_name,run,tick,symbol_family,action,raw_action,best_action_training,binding_state,binding_quality,episode_relation,phase_active,phase_age,phase_distance,episode_binding_pressure,episode_release_pressure,score_wait,score_long,score_short,reward,best_reward_training,unrealized_best_reward,held_impulse_potential
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe15_self_awareness_return\run,run,135,11,dio_1mx2,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,5,0.386549,0.0,1.0,0.052948,-0.068679,-0.036749,0.0,0.260467,0.260467,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe15_self_awareness_return\run,run,135,12,dio_173s,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,6,0.552088,0.0,1.0,0.056533,-0.066315,0.020736,0.0,0.782872,0.782872,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe15_self_awareness_return\run,run,135,13,dio_1g18,SHORT,SHORT,SHORT,executed_aligned,executed_contact_confirmed,new_contact,0,7,0.679175,0.294456,0.734411,0.038209,-0.06675,0.796293,0.845303,0.845303,0.0,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe15_self_awareness_return\run,run,135,18,dio_0gmg,WAIT,WAIT,LONG,observed_not_bound,observation_potential,different_contact,0,5,0.51755,0.0,1.0,0.059275,-0.047468,-0.074335,0.0,0.163765,0.163765,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe15_self_awareness_return\run,run,136,1,dio_0c6o,LONG,LONG,LONG,executed_aligned,executed_contact_confirmed,none,0,9999,1.0,0.0,1.0,0.010966,1.365218,-0.055651,1.16448,1.16448,0.0,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe15_self_awareness_return\run,run,136,6,dio_0hd3,SHORT,SHORT,SHORT,executed_aligned,executed_contact_confirmed,different_contact,0,5,0.239112,0.0,1.0,0.010613,-0.060421,1.465346,1.491128,1.491128,0.0,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe15_self_awareness_return\run,run,136,11,dio_1mx2,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,5,0.386549,0.0,1.0,0.052464,-0.068625,-0.012975,0.0,0.260467,0.260467,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe15_self_awareness_return\run,run,136,12,dio_173s,WAIT,SHORT,SHORT,held_useful_impulse,episode_binding_overholding,same_episode,1,6,0.552088,0.376915,0.176319,0.055084,-0.066281,0.07036,0.0,0.782872,0.782872,0.782872
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe15_self_awareness_return\run,run,136,13,dio_1g18,SHORT,SHORT,SHORT,executed_aligned,executed_contact_confirmed,new_contact,0,7,0.679175,0.294456,0.783947,0.036226,-0.066721,0.865075,0.845303,0.845303,0.0,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe15_self_awareness_return\run,run,136,18,dio_0gmg,WAIT,WAIT,LONG,observed_not_bound,observation_potential,different_contact,0,5,0.51755,0.0,1.0,0.058971,-0.032534,-0.074219,0.0,0.163765,0.163765,0.0
