symbol_family,probe,probe_kipp_state,left_episode_count,right_episode_count,episode_count_delta,left_dominant_best_action,right_dominant_best_action,left_dominant_observation_action,right_dominant_observation_action,best_reward_training_delta,trade_readiness_delta,left_dominant_neuro_tone,right_dominant_neuro_tone,left_dominant_temporal_state,right_dominant_temporal_state,left_avg_best_reward_training,right_avg_best_reward_training,left_avg_trade_readiness,right_avg_trade_readiness,left_avg_fuehlen_mcm_coherence,right_avg_fuehlen_mcm_coherence,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_06b8,probe21,probe_neuro_tone_reorganizes,0,4,4,-,LONG,-,LONG,1.0,0.01156425,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.01156425,0.0,-0.2426945,True,False,False,False,False,False,False,False
dio_06b8,probe22,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.0214575,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0214575,0.0,-0.232432,True,False,False,False,False,False,False,False
dio_06b8,probe23,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.0016215,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.0016215,0.0,-0.24995,0.0,True,False,False,False,False,False,False,False
dio_06b8,probe24,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.026473,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.026473,0.0,-0.240413,True,False,False,False,False,False,False,False
dio_06b8,probe25,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.02648,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.02648,0.0,-0.233946,True,False,False,False,False,False,False,False
dio_06b8,probe26,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.0265925,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0265925,0.0,-0.229924,True,False,False,False,False,False,False,False
dio_06gy,probe20,probe_lived_support_drop,4,0,-4,LONG,-,LONG,-,-0.4295875,-0.0054095,focus_tone,-,temporal_first_contact,-,0.4295875,0.0,0.0054095,0.0,0.9896155,0.0,True,False,False,False,False,False,False,False
dio_06gy,probe21,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.674847,-0.012007,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,0.325153,1.0,0.016282,0.004275,0.993112,0.987998,True,False,False,False,False,False,False,False
dio_06gy,probe22,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-0.427729,-0.022349,focus_tone,-,temporal_first_contact,-,0.427729,0.0,0.022349,0.0,0.990344,0.0,True,False,False,False,False,False,False,False
dio_07t9,probe25,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,3.45e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0027495,0.002784,0.29345,0.288037,True,False,False,False,False,False,False,False
dio_07t9,probe26,probe_neuro_tone_reorganizes,2,2,0,LONG,LONG,LONG,LONG,0.0,0.0001865,focus_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0137425,0.013929,0.297512,0.291942,True,False,False,False,False,False,False,False
dio_095l,probe20,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.0016545,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.0016545,0.0,-0.265171,0.0,True,False,False,False,False,False,False,False
dio_095l,probe22,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-0.0066225,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.00826,0.0016375,-0.269003,-0.271228,True,False,False,False,False,False,False,False
dio_09u3,probe24,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.0028035,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.0028035,0.0,0.354912,0.0,True,False,False,False,False,False,False,False
dio_09u3,probe25,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.0027915,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0027915,0.0,0.349053,True,False,False,False,False,False,False,False
dio_09u3,probe26,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.0139605,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0139605,0.0,0.350712,True,False,False,False,False,False,False,False
dio_0bde,probe22,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.056686,8.7e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.393185,0.449871,0.000577,0.000664,-0.20806,-0.20233,True,False,False,False,False,False,False,False
dio_0bm2,probe20,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.0038375,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.0038375,0.0,0.899838,0.0,True,False,False,False,False,False,False,False
dio_0bm2,probe22,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.0192245,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.0192245,0.0,0.904468,0.0,True,False,False,False,False,False,False,False
dio_0bm2,probe25,probe_trade_readiness_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,-0.030846,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.034688,0.003842,0.891228,0.900357,True,False,False,False,False,False,False,False
dio_0bm2,probe26,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.019216,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.019216,0.0,0.903188,True,False,False,False,False,False,False,False
dio_0ft4,probe25,probe_best_reward_softens,1,2,1,SHORT,SHORT,SHORT,SHORT,-0.023376,0.000794,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.515055,0.491679,0.0,0.000794,-0.200245,-0.205088,True,False,False,False,False,False,False,False
dio_0ft4,probe26,probe_lived_support_drop,4,2,-2,SHORT,SHORT,SHORT,SHORT,0.0057415,4.375e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.4781295,0.483871,0.00389675,0.0039405,-0.204114,-0.207261,True,False,False,False,False,False,False,False
dio_0g9z,probe22,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.0016595,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.0016595,0.0,-0.264997,0.0,True,False,False,False,False,False,False,False
dio_0g9z,probe25,probe_lived_support_drop,1,0,-1,LONG,-,LONG,-,-1.0,-0.006641,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.006641,0.0,-0.266417,0.0,True,False,False,False,False,False,False,False
dio_0g9z,probe26,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-0.010012,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.011691,0.001679,-0.263502,-0.266527,True,False,False,False,False,False,False,False
dio_0gmg,probe20,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,0.093284,0.00015,-,observation_tone,-,temporal_first_contact,0.0,0.093284,0.0,0.00015,0.0,-0.207182,True,False,False,False,False,False,False,False
dio_0gmg,probe21,probe_direction_flip,2,2,0,SHORT,LONG,SHORT,LONG,-0.133929,0.0003855,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.199203,0.065274,0.00032,0.0007055,-0.211835,-0.212184,True,False,False,False,False,False,False,False
dio_0gmg,probe22,probe_direction_flip,2,2,0,SHORT,LONG,SHORT,LONG,-0.19606,-0.0005805,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.282132,0.086072,0.001739,0.0011585,-0.202617,-0.202629,True,False,False,False,False,False,False,False
dio_0gmg,probe23,probe_lived_support_drop,4,2,-2,SHORT,SHORT,SHORT,SHORT,0.0,-0.00558025,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.00796775,0.0023875,-0.201727,-0.207055,True,False,False,False,False,False,False,False
dio_0gmg,probe24,probe_direction_flip,4,2,-2,SHORT,LONG,SHORT,LONG,-0.1310975,-0.00831475,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.2422085,0.111111,0.01471175,0.006397,-0.2033145,-0.203612,True,False,False,False,False,False,False,False
dio_0jx1,probe25,probe_no_visible_kipp,1,2,1,LONG,LONG,LONG,LONG,0.0,0.0028125,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0,0.0028125,0.387874,0.38812,True,False,False,False,False,False,False,False
dio_0ksa,probe20,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.0038975,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.0038975,0.0,0.951611,0.0,True,False,False,False,False,False,False,False
dio_0ksa,probe22,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.003883,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.003883,0.0,0.950282,True,False,False,False,False,False,False,False
dio_0ksa,probe24,probe_lived_support_drop,4,2,-2,SHORT,SHORT,SHORT,SHORT,0.0,-0.007988,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.027426,0.019438,0.9583115,0.958846,True,False,False,False,False,False,False,False
dio_0l9d,probe21,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.001696,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.001696,0.0,-0.241176,True,False,False,False,False,False,False,False
dio_0l9d,probe24,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.0016735,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.0016735,0.0,-0.25009,0.0,True,False,False,False,False,False,False,False
dio_0nrp,probe21,probe_trade_readiness_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,-1e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0022445,0.0022345,0.111141,0.106605,True,False,False,False,False,False,False,False
dio_0o73,probe20,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.0042215,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0042215,0.0,0.964263,True,False,False,False,False,False,False,False
dio_0o73,probe24,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.0210975,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0210975,0.0,0.964221,True,False,False,False,False,False,False,False
dio_0o73,probe25,probe_lived_support_drop,1,0,-1,LONG,-,LONG,-,-1.0,0.0,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.0,0.0,0.956113,0.0,True,False,False,False,False,False,False,False
dio_0ocv,probe23,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,5.5e-06,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0015335,0.001539,-0.216245,-0.215063,True,False,False,False,False,False,False,False
dio_0p12,probe25,probe_no_visible_kipp,1,2,1,LONG,LONG,LONG,LONG,0.0,0.0042785,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,5e-06,0.0042835,0.956113,0.952915,True,False,False,False,False,False,False,False
dio_0p12,probe26,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.021377,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.021377,0.0,0.953212,True,False,False,False,False,False,False,False
dio_0pni,probe20,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.00399,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.00399,0.0,0.941183,True,False,False,False,False,False,False,False
dio_0pni,probe22,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,1.0,0.019966,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.019966,0.0,0.944185,True,False,False,False,False,False,False,False
dio_0pni,probe23,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.004004,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.004004,0.0,0.93961,0.0,True,False,False,False,False,False,False,False
dio_0q96,probe20,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-8e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0029095,0.0029015,0.391142,0.391017,True,False,False,False,False,False,False,False
dio_0q96,probe22,probe_lived_support_drop,4,2,-2,LONG,LONG,LONG,LONG,0.0,-0.0058505,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0203435,0.014493,0.3949525,0.392277,True,False,False,False,False,False,False,False
dio_0q96,probe24,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-0.01174,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.037787,0.026047,0.391512,0.391136,True,False,False,False,False,False,False,False
dio_0rwa,probe25,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,2.05e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.003771,0.0037915,0.886885,0.88705,True,False,False,False,False,False,False,False
dio_0t27,probe22,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-0.257812,-0.0004235,observation_tone,-,temporal_first_contact,-,0.257812,0.0,0.0004235,0.0,-0.205649,0.0,True,False,False,False,False,False,False,False
dio_0t27,probe25,probe_neuro_tone_reorganizes,0,2,2,-,WAIT,-,-,0.0,1.5e-06,-,observation_tone,-,temporal_first_contact,0.0,0.0,0.0,1.5e-06,0.0,-0.21251,True,False,False,False,False,False,False,False
dio_0t27,probe26,probe_direction_flip,2,2,0,SHORT,LONG,SHORT,LONG,-0.239899,-0.0020675,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.248288,0.008389,0.0020955,2.8e-05,-0.205704,-0.212974,True,False,False,False,False,False,False,False
dio_0v3a,probe24,probe_trade_readiness_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,-5.5e-06,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.001534,0.0015285,-0.203116,-0.202849,True,False,False,False,False,False,False,False
dio_0w16,probe21,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-0.254902,-0.0011095,focus_tone,-,temporal_first_contact,-,0.254902,0.0,0.0011095,0.0,0.983873,0.0,True,False,False,False,False,False,False,False
dio_0w16,probe22,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,0.439137,0.0019305,-,focus_tone,-,temporal_first_contact,0.0,0.439137,0.0,0.0019305,0.0,0.983989,True,False,False,False,False,False,False,False
dio_0w16,probe25,probe_lived_support_drop,1,0,-1,LONG,-,LONG,-,-0.305958,-0.004438,focus_tone,-,temporal_first_contact,-,0.305958,0.0,0.004438,0.0,0.985438,0.0,True,False,False,False,False,False,False,False
dio_0x52,probe20,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.0037095,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.0037095,0.0,0.978514,0.0,True,False,False,False,False,False,False,False
dio_0x52,probe22,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.0185495,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.0185495,0.0,0.981688,0.0,True,False,False,False,False,False,False,False
dio_0x52,probe25,probe_trade_readiness_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,-0.029675,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0333865,0.0037115,0.978039,0.981866,True,False,False,False,False,False,False,False
dio_0x52,probe26,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.048208,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.048208,0.0,0.98136,0.0,True,False,False,False,False,False,False,False
dio_0xkp,probe20,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-1.15e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.001639,0.0016275,-0.263284,-0.265622,True,False,False,False,False,False,False,False
dio_0z2v,probe22,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-0.424403,-0.0006155,observation_tone,-,temporal_first_contact,-,0.424403,0.0,0.0006155,0.0,-0.216087,0.0,True,False,False,False,False,False,False,False
dio_0z2v,probe24,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,0.417957,0.0006325,-,observation_tone,-,temporal_first_contact,0.0,0.417957,0.0,0.0006325,0.0,-0.201441,True,False,False,False,False,False,False,False
dio_108f,probe23,probe_lived_support_drop,4,2,-2,LONG,LONG,LONG,LONG,0.0,-0.00320775,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.00480325,0.0015955,-0.2666745,-0.26697,True,False,False,False,False,False,False,False
dio_11vr,probe20,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,5e-06,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0015105,0.0015155,-0.210653,-0.209555,True,False,False,False,False,False,False,False
dio_11vr,probe21,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,2.6e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.007562,0.007588,-0.204298,-0.204833,True,False,False,False,False,False,False,False
dio_11vr,probe22,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,3.6e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.013641,0.013677,-0.209323,-0.210697,True,False,False,False,False,False,False,False
dio_140n,probe21,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.002545,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.002545,0.0,0.348481,0.0,True,False,False,False,False,False,False,False
dio_140n,probe22,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-0.010195,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.01271,0.002515,0.35001,0.349027,True,False,False,False,False,False,False,False
dio_140n,probe24,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-0.0102665,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.022846,0.0125795,0.358869,0.34932,True,False,False,False,False,False,False,False
dio_14eb,probe21,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-0.217966,-0.0009405,focus_tone,-,temporal_first_contact,-,0.217966,0.0,0.0009405,0.0,0.96889,0.0,True,False,False,False,False,False,False,False
dio_14eb,probe24,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,0.37182,0.0016115,-,focus_tone,-,temporal_first_contact,0.0,0.37182,0.0,0.0016115,0.0,0.967824,True,False,False,False,False,False,False,False
dio_15lu,probe21,probe_best_reward_softens,2,2,0,LONG,LONG,LONG,LONG,-0.924718,-0.0026875,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,0.075282,0.002906,0.0002185,0.39352,0.393774,True,False,False,False,False,False,False,False
dio_15lu,probe26,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.014539,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.014539,0.0,0.393572,0.0,True,False,False,False,False,False,False,False
dio_17ny,probe22,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,0.471448,0.000727,-,observation_tone,-,temporal_first_contact,0.0,0.471448,0.0,0.000727,0.0,-0.204368,True,False,False,False,False,False,False,False
dio_17ny,probe23,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-0.31405,-0.000508,observation_tone,-,temporal_first_contact,-,0.31405,0.0,0.000508,0.0,-0.206837,0.0,True,False,False,False,False,False,False,False
dio_17ny,probe24,probe_neuro_tone_reorganizes,0,2,2,-,SHORT,-,SHORT,0.469484,0.0036315,-,observation_tone,-,temporal_first_contact,0.0,0.469484,0.0,0.0036315,0.0,-0.200301,True,False,False,False,False,False,False,False
dio_19b6,probe23,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,2e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0025475,0.0025675,0.35691,0.358135,True,False,False,False,False,False,False,False
dio_19bg,probe20,probe_lived_support_drop,4,2,-2,LONG,LONG,LONG,LONG,0.0,-0.0056045,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0083695,0.002765,0.2993805,0.302603,True,False,False,False,False,False,False,False
dio_19bg,probe21,probe_lived_support_drop,4,2,-2,LONG,LONG,LONG,LONG,0.0,-0.016811,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.03063,0.013819,0.301332,0.300353,True,False,False,False,False,False,False,False
dio_19bg,probe22,probe_lived_support_drop,6,2,-4,LONG,LONG,LONG,LONG,0.0,-0.019608333,focus_tone,focus_tone,temporal_far_return,temporal_first_contact,1.0,1.0,0.044482333,0.024874,0.296399667,0.297945,True,False,False,False,False,False,False,False
dio_19bg,probe24,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-0.0084995,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.044482,0.0359825,0.299499,0.30014,True,False,False,False,False,False,False,False
dio_1a1w,probe23,probe_lived_support_drop,4,2,-2,LONG,LONG,LONG,LONG,0.0,-0.0077855,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0117015,0.003916,0.9079465,0.90542,True,False,False,False,False,False,False,False
dio_1ekr,probe20,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.0042915,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.0042915,0.0,0.995599,0.0,True,False,False,False,False,False,False,False
dio_1ekr,probe22,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.0214865,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.0214865,0.0,0.995608,0.0,True,False,False,False,False,False,False,False
dio_1ekr,probe24,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.0387565,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.0387565,0.0,0.992244,0.0,True,False,False,False,False,False,False,False
