family,cross_lupe_state,left_label,right_label,appears_left,appears_right,left_count,right_count,left_dominant_category,right_dominant_category,left_categories,right_categories,left_avg_score,right_avg_score,score_delta_right_minus_left,left_avg_drift,right_avg_drift,left_text_islands,right_text_islands,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_1yff,left_specific_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,False,1,0,soft_variation_space,-,"{""soft_variation_space"": 1}",{},0.4045778,0.0,-0.4045778,0.0,0.0,dio_text_1o8gs8u,,True,False,False,False,False,False,False,False
dio_01w7,recurrent_carried_raw_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,2,2,carried_raw_space,carried_raw_space,"{""carried_raw_space"": 1, ""soft_variation_space"": 1}","{""carried_raw_space"": 1, ""new_raw_extension"": 1}",0.36399,0.253333333,-0.110656667,0.0,0.0,dio_text_149kk0l|dio_text_1orwsh,dio_text_1pllacl|dio_text_axk913,True,False,False,False,False,False,False,False
dio_15lu,recurrent_carried_raw_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,2,2,carried_raw_space,carried_raw_space,"{""carried_raw_space"": 1, ""soft_variation_space"": 1}","{""carried_raw_space"": 1, ""soft_variation_space"": 1}",0.3070057,0.303391733,-0.003613967,0.0,0.0,dio_text_1ynjhxk|dio_text_ntwlxl,dio_text_1q4ywyr|dio_text_sagras,True,False,False,False,False,False,False,False
dio_1mrs,recurrent_carried_raw_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,2,2,carried_raw_space,carried_raw_space,"{""carried_raw_space"": 1, ""soft_variation_space"": 1}","{""carried_raw_space"": 1, ""new_raw_extension"": 1}",0.36399,0.25,-0.11399,0.0,0.0,dio_text_1orwsh|dio_text_u0lq7x,dio_text_1c3d6rl|dio_text_axk913,True,False,False,False,False,False,False,False
dio_1o2b,recurrent_carried_raw_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,2,2,carried_raw_space,carried_raw_space,"{""carried_raw_space"": 1, ""soft_variation_space"": 1}","{""carried_raw_space"": 1, ""soft_variation_space"": 1}",0.300211067,0.336309566,0.036098499,0.0,0.0,dio_text_12i41ij|dio_text_14cjsrg,dio_text_19a4wib|dio_text_5c0370,True,False,False,False,False,False,False,False
dio_0t1p,recurrent_carried_raw_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,2,1,carried_raw_space,carried_raw_space,"{""carried_raw_space"": 1, ""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.310453533,0.226666667,-0.083786867,0.0,0.0,dio_text_1e700b9|dio_text_1o49i9,dio_text_11gnkh6,True,False,False,False,False,False,False,False
dio_0vu0,recurrent_carried_raw_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,2,1,carried_raw_space,carried_raw_space,"{""carried_raw_space"": 1, ""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.3587315,0.26,-0.0987315,0.0,0.0,dio_text_12s80z7|dio_text_1llvid6,dio_text_1rm15nd,True,False,False,False,False,False,False,False
dio_105u,recurrent_carried_raw_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,2,1,carried_raw_space,carried_raw_space,"{""carried_raw_space"": 1, ""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.344385,0.213333333,-0.131051667,0.0,0.0,dio_text_1sfklai|dio_text_t4lcg6,dio_text_139mrrt,True,False,False,False,False,False,False,False
dio_17se,recurrent_carried_raw_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,2,1,carried_raw_space,carried_raw_space,"{""carried_raw_space"": 1, ""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.300218167,0.213333333,-0.086884834,0.0,0.0,dio_text_1hxbuwj|dio_text_t4tvl8,dio_text_lkoyvo,True,False,False,False,False,False,False,False
dio_09u3,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,2,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1, ""soft_variation_space"": 1}",0.5004744,0.318533134,-0.181941266,0.0,0.0,dio_text_10zhe22,dio_text_1vfcwaq|dio_text_pt4dv2,True,False,False,False,False,False,False,False
dio_0o73,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,2,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1, ""new_raw_extension"": 1}",0.521313333,0.246666667,-0.274646667,0.0,0.0,dio_text_1orwsh,dio_text_1wi2d33|dio_text_axk913,True,False,False,False,False,False,False,False
dio_108f,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,2,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1, ""soft_variation_space"": 1}",0.482839133,0.3409023,-0.141936833,0.0,0.0,dio_text_wmjdu3,dio_text_jwkf1a|dio_text_wmjdu3,True,False,False,False,False,False,False,False
dio_14eb,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,2,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1, ""new_raw_extension"": 1}",0.521313333,0.26,-0.261313333,0.0,0.0,dio_text_1orwsh,dio_text_5sj1ac|dio_text_axk913,True,False,False,False,False,False,False,False
dio_1f9y,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,2,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1, ""new_raw_extension"": 1}",0.521313333,0.26,-0.261313333,0.0,0.0,dio_text_1orwsh,dio_text_5sj1ac|dio_text_axk913,True,False,False,False,False,False,False,False
dio_1jgc,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,2,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1, ""soft_variation_space"": 1}",0.482839133,0.339726333,-0.143112799,0.0,0.0,dio_text_16qwab5,dio_text_16qwab5|dio_text_1ne15hk,True,False,False,False,False,False,False,False
dio_1pvx,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,2,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1, ""new_raw_extension"": 1}",0.510796333,0.233333334,-0.277463,0.0,0.0,dio_text_1llvid6,dio_text_1d10jqz|dio_text_1rm15nd,True,False,False,False,False,False,False,False
dio_005q,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.386205867,-0.096633266,0.0,0.0,dio_text_1qox452,dio_text_1qox452,True,False,False,False,False,False,False,False
dio_00fq,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.510796333,0.26,-0.250796333,0.0,0.0,dio_text_1llvid6,dio_text_1rm15nd,True,False,False,False,False,False,False,False
dio_00mq,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.213333333,0.213333333,0.0,0.0,0.0,dio_text_gnlzuv,dio_text_gnlzuv,True,False,False,False,False,False,False,False
dio_00wl,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_1oxe3a7,dio_text_1oxe3a7,True,False,False,False,False,False,False,False
dio_01kq,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_n4yben,dio_text_n4yben,True,False,False,False,False,False,False,False
dio_02cr,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1k7vqpn,dio_text_1k7vqpn,True,False,False,False,False,False,False,False
dio_02s2,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.393755467,0.213333333,-0.180422134,0.0,0.0,dio_text_12i41ij,dio_text_5c0370,True,False,False,False,False,False,False,False
dio_02ww,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_1gnylhs,dio_text_1gnylhs,True,False,False,False,False,False,False,False
dio_037i,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_k8rtsl,dio_text_k8rtsl,True,False,False,False,False,False,False,False
dio_05k3,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.510796333,0.26,-0.250796333,0.0,0.0,dio_text_1llvid6,dio_text_1rm15nd,True,False,False,False,False,False,False,False
dio_05pr,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_16mtr49,dio_text_16mtr49,True,False,False,False,False,False,False,False
dio_05ue,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_1gwoia5,dio_text_1gwoia5,True,False,False,False,False,False,False,False
dio_06b8,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,stable_core,"{""new_raw_extension"": 1}","{""stable_core"": 1}",0.206666667,0.482387133,0.275720466,0.0,0.0,dio_text_1mdfmx0,dio_text_1mdfmx0,True,False,False,False,False,False,False,False
dio_06e2,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.510796333,0.26,-0.250796333,0.0,0.0,dio_text_1llvid6,dio_text_1rm15nd,True,False,False,False,False,False,False,False
dio_06oz,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.393754667,0.213333333,-0.180421334,0.0,0.0,dio_text_1qdy1d4,dio_text_188sve0,True,False,False,False,False,False,False,False
dio_06v8,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_1k3l4kg,dio_text_1k3l4kg,True,False,False,False,False,False,False,False
dio_07bo,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.521313333,0.28,-0.241313333,0.0,0.0,dio_text_1orwsh,dio_text_axk913,True,False,False,False,False,False,False,False
dio_081d,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_v6pra1,dio_text_v6pra1,True,False,False,False,False,False,False,False
dio_098w,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1swcg9i,dio_text_1swcg9i,True,False,False,False,False,False,False,False
dio_0a00,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1asaq5b,dio_text_1asaq5b,True,False,False,False,False,False,False,False
dio_0a0v,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1rzm35l,dio_text_1rzm35l,True,False,False,False,False,False,False,False
dio_0bhg,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_rg01ur,dio_text_rg01ur,True,False,False,False,False,False,False,False
dio_0bkt,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.521313333,0.28,-0.241313333,0.0,0.0,dio_text_1orwsh,dio_text_axk913,True,False,False,False,False,False,False,False
dio_0bzr,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_lkh0hi,dio_text_lkh0hi,True,False,False,False,False,False,False,False
dio_0fch,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1gh6i8d,dio_text_1gh6i8d,True,False,False,False,False,False,False,False
dio_0fon,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1es4uh3,dio_text_1es4uh3,True,False,False,False,False,False,False,False
dio_0fvb,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_16inwym,dio_text_16inwym,True,False,False,False,False,False,False,False
dio_0ghz,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_4zlfdv,dio_text_4zlfdv,True,False,False,False,False,False,False,False
dio_0h67,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_qypegb,dio_text_qypegb,True,False,False,False,False,False,False,False
dio_0h8k,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_3n3v6t,dio_text_3n3v6t,True,False,False,False,False,False,False,False
dio_0inm,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_16jvunu,dio_text_16jvunu,True,False,False,False,False,False,False,False
dio_0j6l,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.521313333,0.28,-0.241313333,0.0,0.0,dio_text_1orwsh,dio_text_axk913,True,False,False,False,False,False,False,False
dio_0jdy,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,new_raw_extension,carried_raw_space,"{""new_raw_extension"": 1}","{""carried_raw_space"": 1}",0.206666667,0.206666667,0.0,0.0,0.0,dio_text_1v3fw9d,dio_text_1v3fw9d,True,False,False,False,False,False,False,False
dio_0jfb,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,soft_variation_space,carried_raw_space,"{""soft_variation_space"": 1}","{""carried_raw_space"": 1}",0.5004744,0.246666667,-0.253807733,0.0,0.0,dio_text_10zhe22,dio_text_1vfcwaq,True,False,False,False,False,False,False,False
dio_0jgl,recurrent_category_shift_family,F_ONLY_TO_F_G,G_ONLY_TO_G_H,True,True,1,1,stable_core,carried_raw_space,"{""stable_core"": 1}","{""carried_raw_space"": 1}",0.482839133,0.206666667,-0.276172466,0.0,0.0,dio_text_1w0ccp,dio_text_1w0ccp,True,False,False,False,False,False,False,False
