world_label,symbol_family,reflection_context_symbol,episodes,trades,tp,sl,reward_sum,carried_count,cautious_count,avg_reflection_carry,avg_reflection_strain,avg_reflection_alignment,unloaded_count,avg_reflection_world_support,avg_reflection_current_support,avg_trade_readiness,avg_mini_neuro_balance,avg_observation_learning_pressure,max_reflection_carry,max_reflection_strain,last_context_state,last_symbol,passive_only,read_by_mini_dio,influences_action,is_gate,is_motoric
probe12,dio_14i8,dio_rctx_vp5bbb,1,0,0,0,0.0,1,0,0.260666,0.253632,0.907163,0,0.302442,0.209606,0.011397,0.048726,0.408487,0.260666,0.253632,reflection_context_carried,dio_14i8uk7,True,False,False,False,False
probe12,dio_1jn5,dio_rctx_61qo7d,2,0,0,0,0.0,2,0,0.258466,0.257175,0.908533,0,0.2996255,0.2081585,0.0144815,0.034642,0.4047985,0.259036,0.25738,reflection_context_carried,dio_1jn5kkr,True,False,False,False,False
probe12,dio_0gtz,dio_rctx_rg4ky2,2,0,0,0,0.0,2,0,0.2575015,0.2515975,0.89566,0,0.3044545,0.2001145,0.012945,0.058787,0.37267,0.258027,0.251786,reflection_context_carried,dio_0gtz1lm,True,False,False,False,False
probe12,dio_1d8w,dio_rctx_mtusmi,2,0,0,0,0.0,0,2,0.257405,0.2681435,0.9215725,0,0.292697,0.21427,0.0155935,-0.0096325,0.436758,0.257971,0.268341,reflection_context_cautious,dio_1d8wvyl,True,False,False,False,False
probe12,dio_0szn,dio_rctx_19zrv3,2,0,0,0,0.0,0,2,0.231559,0.242581,0.8376365,0,0.3046225,0.142259,0.019151,0.059627,0.2141705,0.231861,0.242688,reflection_context_cautious,dio_0sznn5g,True,False,False,False,False
probe12,dio_0u8u,dio_rctx_s5augu,1,0,0,0,0.0,0,1,0.22961,0.245841,0.838328,0,0.302363,0.140691,0.006384,0.048327,0.229068,0.22961,0.245841,reflection_context_cautious,dio_0u8uz63,True,False,False,False,False
probe12,dio_1mpo,dio_rctx_63yaz2,2,0,0,0,0.0,0,2,0.2206525,0.262658,0.8399,0,0.292697,0.1325975,0.0077075,-0.016211,0.221762,0.220941,0.262759,reflection_context_cautious,dio_1mpohjm,True,False,False,False,False
probe13,dio_0cgn,dio_rctx_1qvcxfd,2,0,0,0,0.0,2,0,0.3268425,0.2152835,0.939873,0,0.3538995,0.293773,0.0528175,0.208098,0.5412905,0.326945,0.215329,reflection_context_carried,dio_0cgnxn5,True,False,False,False,False
probe13,dio_1k8m,dio_rctx_e574td,2,0,0,0,0.0,2,0,0.3172685,0.223789,0.9310235,0,0.3483075,0.2793315,0.020089,0.1801395,0.546282,0.318015,0.224054,reflection_context_carried,dio_1k8mt4y,True,False,False,False,False
probe13,dio_13zu,dio_rctx_eo3bhj,2,0,0,0,0.0,2,0,0.312459,0.2499345,0.9662815,0,0.327632,0.293914,0.001212,0.076762,0.650764,0.312471,0.24994,reflection_context_carried,dio_13zuyph,True,False,False,False,False
probe13,dio_1guc,dio_rctx_cvrgiw,2,0,0,0,0.0,2,0,0.312415,0.2431625,0.954651,0,0.332822,0.287473,0.061449,0.1027115,0.542704,0.312419,0.243163,reflection_context_carried,dio_1guc9eq,True,False,False,False,False
probe13,dio_0avw,dio_rctx_1qn5i3c,2,0,0,0,0.0,2,0,0.3122735,0.2502905,0.9666455,0,0.327283,0.2939285,0.022574,0.0750155,0.623168,0.313148,0.250598,reflection_context_carried,dio_0avwxxm,True,False,False,False,False
probe13,dio_199c,dio_rctx_28mqqm,2,0,0,0,0.0,2,0,0.310929,0.249613,0.962656,0,0.3277335,0.2903895,0.0525815,0.077269,0.5719565,0.31173,0.249895,reflection_context_carried,dio_199cglh,True,False,False,False,False
probe13,dio_0u1i,dio_rctx_1amc54f,2,2,2,0,2.0,2,0,0.2885395,0.2513565,0.8391725,0,0.3609115,0.2000845,0.1371965,0.2431585,0.0,0.296776,0.254244,reflection_context_carried,dio_0u1izga,True,False,False,False,False
probe13,dio_1wie,dio_rctx_ln2l3u,2,0,0,0,0.0,2,0,0.2854285,0.233647,0.8922285,0,0.3339255,0.226154,0.037301,0.108229,0.410554,0.286009,0.233851,reflection_context_carried,dio_1wiep1d,True,False,False,False,False
probe13,dio_12jm,dio_rctx_1bo1si,2,0,0,0,0.0,2,0,0.2812585,0.254214,0.9195585,0,0.317457,0.2370155,0.051023,0.0258855,0.453902,0.281263,0.254216,reflection_context_carried,dio_12jmqj2,True,False,False,False,False
probe13,dio_0jco,dio_rctx_1oujcic,2,0,0,0,0.0,2,0,0.2686865,0.2573795,0.8929785,0,0.316846,0.2098245,0.014382,0.0228305,0.414113,0.26927,0.257584,reflection_context_carried,dio_0jcox2a,True,False,False,False,False
probe13,dio_05s4,dio_rctx_k6zdr0,2,0,0,0,0.0,2,0,0.2678705,0.2475705,0.872829,0,0.3250975,0.1979265,0.0127,0.0640875,0.364391,0.268386,0.247751,reflection_context_carried,dio_05s49hp,True,False,False,False,False
probe13,dio_1uv4,dio_rctx_dyqd0r,2,0,0,0,0.0,0,2,0.267394,0.2691335,0.9002535,0,0.31228,0.2125335,0.0155605,-0.025159,0.436074,0.26796,0.269336,reflection_context_cautious,dio_1uv4hpc,True,False,False,False,False
probe13,dio_1g18,dio_rctx_7p8xg2,2,0,0,0,0.0,0,2,0.240356,0.2431255,0.819148,0,0.3217395,0.1408875,0.019016,0.0472965,0.213862,0.240659,0.243232,reflection_context_cautious,dio_1g18jad,True,False,False,False,False
probe13,dio_14jl,dio_rctx_1aa8n4c,2,0,0,0,0.0,0,2,0.2317315,0.267313,0.8210035,0,0.31228,0.1332835,0.018009,-0.0484795,0.220628,0.231735,0.267315,reflection_context_cautious,dio_14jlcoa,True,False,False,False,False
