source_label,symbol_family,action,family_action,passive_wait_traces,passive_potential_sum,avg_passive_pressure,real_action_traces,tp_count,sl_count,no_trade_count,other_outcome_count,real_reward_sum,event_reward_sum,passive_runs,action_runs,bridge_state,passive_only,avg_sehen_form_flow,avg_sehen_form_stability,avg_sehen_form_change,avg_hoeren_energy_tone,avg_hoeren_energy_shift,avg_fuehlen_mcm_coherence,avg_fuehlen_mcm_tension,avg_fuehlen_mcm_asymmetry
probe16,dio_1jo7,SHORT,dio_1jo7:SHORT,3,1.624203,0.056088333,0,0,0,0,0,0.0,0.0,"dio_mini_lauf_159,dio_mini_lauf_160,dio_mini_lauf_161",,passive_seen_not_yet_acted,1,-0.044569,-1.0,-0.533638,0.140686,0.254777,-0.239392,0.163189,-0.102076
probe16,dio_1q9b,SHORT,dio_1q9b:SHORT,3,3.0,0.064760667,0,0,0,0,0,0.0,0.0,"dio_mini_lauf_159,dio_mini_lauf_160,dio_mini_lauf_161",,passive_seen_not_yet_acted,1,-0.0554,-1.0,0.392229,-0.113507,0.09434,-0.231782,0.133698,0.081979
probe16,dio_1qig,LONG,dio_1qig:LONG,3,3.0,0.060810667,0,0,0,0,0,0.0,0.0,"dio_mini_lauf_159,dio_mini_lauf_160,dio_mini_lauf_161",,passive_seen_not_yet_acted,1,-0.874202,1.0,0.202334,-0.011927,-0.101781,0.99666,0.404548,-0.461349
probe16,dio_1t73,SHORT,dio_1t73:SHORT,3,3.0,0.070132333,0,0,0,0,0,0.0,0.0,"dio_mini_lauf_159,dio_mini_lauf_160,dio_mini_lauf_161",,passive_seen_not_yet_acted,1,-0.37545,0.0,0.577393,-0.152016,-0.34375,0.357435,0.313919,-0.140428
probe16,dio_1w4m,LONG,dio_1w4m:LONG,3,3.0,0.063746333,0,0,0,0,0,0.0,0.0,"dio_mini_lauf_159,dio_mini_lauf_160,dio_mini_lauf_161",,passive_seen_not_yet_acted,1,-0.344651,0.0,-0.245917,0.165485,-0.031646,0.353664,0.253604,-0.258354
probe18,dio_02qu,LONG,dio_02qu:LONG,0,0.0,0.0,3,3,0,0,0,3.0,3.0,,"dio_mini_lauf_159,dio_mini_lauf_160,dio_mini_lauf_161",acted_without_passive_trace,1,0.291659,0.0,0.29436,0.053713,0.089286,0.38496,0.192154,0.251832
probe18,dio_0arw,LONG,dio_0arw:LONG,0,0.0,0.0,3,3,0,0,0,3.0,3.0,,"dio_mini_lauf_159,dio_mini_lauf_160,dio_mini_lauf_161",acted_without_passive_trace,1,-0.447325,0.0,0.533785,-0.00536,-0.059524,0.398499,0.275533,-0.134298
probe18,dio_1txv,SHORT,dio_1txv:SHORT,0,0.0,0.0,3,3,0,0,0,3.0,3.0,,"dio_mini_lauf_159,dio_mini_lauf_160,dio_mini_lauf_161",acted_without_passive_trace,1,0.032622,1.0,0.065244,0.039728,0.133333,0.988876,0.040826,0.060594
probe18,dio_1vpi,SHORT,dio_1vpi:SHORT,0,0.0,0.0,3,3,0,0,0,3.0,3.0,,"dio_mini_lauf_159,dio_mini_lauf_160,dio_mini_lauf_161",acted_without_passive_trace,1,0.742634,1.0,-0.089228,-0.052832,-0.076923,0.985207,0.348372,0.379076
probe18,dio_14xc,LONG,dio_14xc:LONG,3,0.9375,0.031671333,0,0,0,0,0,0.0,0.0,"dio_mini_lauf_159,dio_mini_lauf_160,dio_mini_lauf_161",,passive_seen_not_yet_acted,1,0.822477,1.0,-0.169765,0.010545,-0.130208,0.997047,0.377032,0.393802
