family,trace_notes,phases,phase_count,dominant_transition,executed_runs,observed_runs,held_runs,raw_runs,reward_sum,reward_per_executed_run,avg_visual_mcm_alignment_trace,avg_tone_tension_resonance_trace,sensor_relation_count,bearing_neighbor_count,same_family_relation_count,max_sensor_relation_trace
dio_0my4,beobachtet,order_shift_drift,1,stable_observation,0,4,0,0,0.0,0.0,0.925599,0.626393,6,0,0,0.945482
dio_0wp4,beobachtet,order_shift_resonanz,1,stable_observation,0,4,0,0,0.0,0.0,0.968749,0.686088,8,0,0,0.934177
dio_1527,beobachtet,sensor_relation_probe,1,stable_observation,0,4,0,0,0.0,0.0,0.856648,0.735256,8,0,0,0.934349
dio_0oqk,beobachtet,sensor_relation_probe2,1,stable_observation,0,4,0,0,0.0,0.0,0.95665,0.794966,7,0,0,0.924704
dio_1iwb,beobachtet,sensor_relation_probe2,1,stable_observation,0,4,0,0,0.0,0.0,0.943828,0.740879,19,0,0,0.971662
dio_1on4,beobachtet,sensor_relation_probe2,1,stable_observation,0,4,0,0,0.0,0.0,0.963578,0.665348,5,0,0,0.89627
dio_0knp,beobachtet,order_shift,1,stable_observation,0,3,0,0,0.0,0.0,0.891968,0.581614,8,0,0,0.945925
dio_066x,beobachtet,order_shift_varianz,1,stable_observation,0,3,0,0,0.0,0.0,0.958834,0.761113,6,0,0,0.949689
dio_0iy2,beobachtet,order_shift_varianz,1,stable_observation,0,3,0,0,0.0,0.0,0.869638,0.512876,5,0,0,0.951303
dio_1nnb,beobachtet,sensor_relation_probe,1,stable_observation,0,3,0,0,0.0,0.0,0.997168,0.876428,18,0,0,0.977622
dio_15r2,beobachtet,sensor_relation_probe2,1,stable_observation,0,3,0,0,0.0,0.0,0.991549,0.949238,11,0,0,0.968205
dio_0t45,beobachtet|nachhall_gehalten,shift,1,raw_pressure_held,0,2,2,2,0.0,0.0,0.802869,0.898277,2,0,0,0.925491
dio_0d07,beobachtet,order_shift,1,stable_observation,0,2,0,0,0.0,0.0,0.931789,0.685012,6,0,0,0.9533
dio_0nvr,beobachtet,order_shift,1,stable_observation,0,2,0,0,0.0,0.0,0.802968,0.77327,12,0,0,0.952941
dio_1i0f,beobachtet,order_shift,1,stable_observation,0,2,0,0,0.0,0.0,0.813847,0.893742,14,0,0,0.956353
dio_0q8z,beobachtet,order_shift_varianz,1,stable_observation,0,2,0,0,0.0,0.0,0.865405,0.971465,16,0,0,0.975082
dio_18je,beobachtet,order_shift_drift,1,stable_observation,0,2,0,0,0.0,0.0,0.863906,0.956565,18,0,0,0.975082
dio_1gz3,beobachtet,order_shift_drift,1,stable_observation,0,2,0,0,0.0,0.0,0.916012,0.526425,4,0,0,0.932138
dio_1pyo,beobachtet,order_shift_drift,1,stable_observation,0,2,0,0,0.0,0.0,0.980249,0.836087,10,0,0,0.872698
dio_1xdw,beobachtet,order_shift_drift,1,stable_observation,0,2,0,0,0.0,0.0,0.751548,0.871649,9,0,0,0.951729
dio_1y8o,beobachtet,order_shift_drift,1,stable_observation,0,2,0,0,0.0,0.0,0.788627,0.766389,7,0,0,0.965213
dio_0i2c,beobachtet,order_shift_resonanz,1,stable_observation,0,2,0,0,0.0,0.0,0.762852,0.797887,9,0,0,0.966158
dio_0jjv,beobachtet,order_shift_resonanz,1,stable_observation,0,2,0,0,0.0,0.0,0.775809,0.919864,9,0,0,0.953513
dio_0mlh,beobachtet,order_shift_resonanz,1,stable_observation,0,2,0,0,0.0,0.0,0.975177,0.879312,17,0,0,0.940556
dio_0ppq,beobachtet,order_shift_resonanz,1,stable_observation,0,2,0,0,0.0,0.0,0.947663,0.79023,13,0,0,0.922084
dio_134j,beobachtet,order_shift_resonanz,1,stable_observation,0,2,0,0,0.0,0.0,0.994613,0.99222,8,0,0,0.946502
dio_13ld,beobachtet,order_shift_resonanz,1,stable_observation,0,2,0,0,0.0,0.0,0.984223,0.987173,10,0,0,0.95491
dio_1gj1,beobachtet,order_shift_resonanz,1,stable_observation,0,2,0,0,0.0,0.0,0.894,0.952865,16,0,0,0.983548
dio_1iwu,beobachtet,order_shift_resonanz,1,stable_observation,0,2,0,0,0.0,0.0,0.760835,0.58095,8,0,0,0.948896
dio_1l8g,beobachtet,order_shift_resonanz,1,stable_observation,0,2,0,0,0.0,0.0,0.850925,0.611224,3,0,0,0.902258
dio_1sgx,beobachtet,order_shift_resonanz,1,stable_observation,0,2,0,0,0.0,0.0,0.941356,0.88279,12,0,0,0.973482
dio_1hcy,beobachtet,sensor_relation_probe,1,stable_observation,0,2,0,0,0.0,0.0,0.998683,0.923777,11,0,0,0.927338
dio_1nlc,beobachtet,sensor_relation_probe,1,stable_observation,0,2,0,0,0.0,0.0,0.980042,0.947923,13,0,0,0.982109
dio_1xmg,beobachtet,sensor_relation_probe,1,stable_observation,0,2,0,0,0.0,0.0,0.974364,0.897364,12,0,0,0.974404
dio_00t3,beobachtet,sensor_relation_probe2,1,stable_observation,0,2,0,0,0.0,0.0,0.783979,0.935124,10,0,0,0.902887
dio_01nr,beobachtet,sensor_relation_probe2,1,stable_observation,0,2,0,0,0.0,0.0,0.92632,0.992438,10,0,0,0.950662
dio_01ql,beobachtet,sensor_relation_probe2,1,stable_observation,0,2,0,0,0.0,0.0,0.935871,0.799799,6,0,0,0.927235
dio_14ch,beobachtet,sensor_relation_probe2,1,stable_observation,0,2,0,0,0.0,0.0,0.807711,0.984165,10,0,0,0.952638
dio_1c48,beobachtet,sensor_relation_probe2,1,stable_observation,0,2,0,0,0.0,0.0,0.811249,0.586853,8,0,0,1.0
dio_1ce7,beobachtet,sensor_relation_probe2,1,stable_observation,0,2,0,0,0.0,0.0,0.811249,0.586853,8,0,0,1.0
dio_1fcl,beobachtet,sensor_relation_probe2,1,stable_observation,0,2,0,0,0.0,0.0,0.976011,0.986875,14,0,0,0.965494
dio_026q,beobachtet,sensor_relation_probe3,1,stable_observation,0,2,0,0,0.0,0.0,0.913231,0.657698,3,0,0,0.939675
dio_07z2,beobachtet,sensor_relation_probe3,1,stable_observation,0,2,0,0,0.0,0.0,0.895907,0.921218,7,0,0,0.950662
dio_0a54,beobachtet,sensor_relation_probe3,1,stable_observation,0,2,0,0,0.0,0.0,0.900611,0.685491,7,0,0,0.945482
dio_0hla,beobachtet,sensor_relation_probe3,1,stable_observation,0,2,0,0,0.0,0.0,0.966675,0.892163,9,0,0,1.0
dio_0if9,beobachtet,sensor_relation_probe3,1,stable_observation,0,2,0,0,0.0,0.0,0.966675,0.892163,9,0,0,1.0
dio_0x50,beobachtet,sensor_relation_probe3,1,stable_observation,0,2,0,0,0.0,0.0,0.967682,0.843545,7,0,0,0.957034
dio_1h37,beobachtet,shift,1,stable_observation,0,1,0,0,0.0,0.0,0.882719,0.681865,7,0,0,0.957814
dio_1hjj,beobachtet|nachhall_gehalten,shift,1,raw_pressure_held,0,1,1,1,0.0,0.0,0.839268,0.706363,1,0,0,0.834426
dio_018g,beobachtet,order_shift,1,stable_observation,0,1,0,0,0.0,0.0,0.887779,0.66456,14,0,0,1.0
dio_1j0n,beobachtet,order_shift,1,stable_observation,0,1,0,0,0.0,0.0,0.968496,0.848788,19,0,0,0.976369
dio_0mp4,beobachtet,order_shift_varianz,1,stable_observation,0,1,0,0,0.0,0.0,0.769624,0.79681,9,0,0,0.966158
dio_0r8e,beobachtet,order_shift_varianz,1,stable_observation,0,1,0,0,0.0,0.0,0.878643,0.701743,7,0,0,0.957814
dio_0786,beobachtet,order_shift_drift,1,stable_observation,0,1,0,0,0.0,0.0,0.910104,0.71572,21,0,0,0.98224
dio_0p6m,beobachtet,sensor_relation_probe,1,stable_observation,0,1,0,0,0.0,0.0,0.829174,0.614457,7,0,0,0.955962
dio_13ud,beobachtet,sensor_relation_probe,1,stable_observation,0,1,0,0,0.0,0.0,0.986142,0.927373,8,0,0,0.95491
dio_15fd,beobachtet,sensor_relation_probe,1,stable_observation,0,1,0,0,0.0,0.0,0.985665,0.725183,6,0,0,0.977793
dio_0789,beobachtet,sensor_relation_probe2,1,stable_observation,0,1,0,0,0.0,0.0,0.99899,0.885374,16,0,0,0.937111
dio_1mic,beobachtet,sensor_relation_probe2,1,stable_observation,0,1,0,0,0.0,0.0,0.960269,0.837434,21,0,0,0.95243
dio_0ie2,beobachtet,sensor_relation_probe3,1,stable_observation,0,1,0,0,0.0,0.0,0.990665,0.849184,19,0,0,0.976369
dio_0lt6,ausgefuehrt|belastete_konsequenz,order_shift_drift,1,persistent_execution,1,0,0,1,-0.249492,-0.249492,0.889309,0.536721,10,0,0,0.95639
dio_00eh,ausgefuehrt|beobachtet|belastete_konsequenz,order_shift,1,execution_to_nonexecution,1,1,0,1,-0.431148,-0.431148,0.887779,0.66456,14,0,0,1.0
