debug_root,root_name,run,tick,symbol_family,action,raw_action,best_action_training,binding_state,binding_quality,episode_relation,phase_active,phase_age,phase_distance,episode_binding_pressure,episode_release_pressure,score_wait,score_long,score_short,reward,best_reward_training,unrealized_best_reward,held_impulse_potential
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,134,5,dio_0b66,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,none,0,9999,1.0,0.0,1.0,0.051226,-0.061109,-0.002736,0.0,1.126796,1.126796,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,134,6,dio_0hd3,SHORT,SHORT,SHORT,executed_aligned,executed_contact_confirmed,none,0,9999,1.0,0.0,1.0,0.009721,-0.060231,1.465864,1.526095,1.526095,0.0,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,134,11,dio_0989,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,5,0.398793,0.0,1.0,0.052306,-0.068586,-0.057183,0.0,0.211987,0.211987,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,134,12,dio_173s,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,6,0.572586,0.0,1.0,0.056647,-0.066089,-0.032872,0.0,0.743903,0.743903,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,134,13,dio_0szn,SHORT,SHORT,SHORT,executed_aligned,executed_contact_confirmed,new_contact,0,7,0.702948,0.282051,0.851842,0.033047,-0.066623,0.9487,0.814674,0.814674,0.0,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,134,18,dio_0gmg,WAIT,WAIT,LONG,observed_not_bound,observation_potential,different_contact,0,5,0.518796,0.0,1.0,0.058726,-0.057646,-0.07279,0.0,0.189008,0.189008,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,135,1,dio_1s50,LONG,LONG,LONG,executed_aligned,executed_contact_confirmed,none,0,9999,1.0,0.0,1.0,0.048316,0.066155,-0.056198,1.241447,1.241447,0.0,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,135,6,dio_0hd3,SHORT,SHORT,SHORT,executed_aligned,executed_contact_confirmed,different_contact,0,5,0.250504,0.0,1.0,0.010737,-0.060781,1.46499,1.526095,1.526095,0.0,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,135,11,dio_0989,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,5,0.398793,0.0,1.0,0.053127,-0.069121,-0.042959,0.0,0.211987,0.211987,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,135,12,dio_173s,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,6,0.572586,0.0,1.0,0.056728,-0.066656,0.017217,0.0,0.743903,0.743903,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,135,13,dio_0szn,SHORT,SHORT,SHORT,executed_aligned,executed_contact_confirmed,new_contact,0,7,0.702948,0.282051,0.878285,0.032723,-0.067048,0.986153,0.814674,0.814674,0.0,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,135,18,dio_0gmg,WAIT,WAIT,LONG,observed_not_bound,observation_potential,different_contact,0,5,0.518796,0.0,1.0,0.059273,-0.044525,-0.074428,0.0,0.189008,0.189008,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,136,1,dio_1s50,LONG,LONG,LONG,executed_aligned,executed_contact_confirmed,none,0,9999,1.0,0.0,1.0,0.042748,0.277802,-0.056167,1.241447,1.241447,0.0,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,136,6,dio_0hd3,SHORT,SHORT,SHORT,executed_aligned,executed_contact_confirmed,different_contact,0,5,0.250504,0.0,1.0,0.010737,-0.060595,1.465007,1.526095,1.526095,0.0,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,136,11,dio_0989,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,5,0.398793,0.0,1.0,0.052734,-0.068949,-0.023616,0.0,0.211987,0.211987,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,136,12,dio_173s,WAIT,SHORT,SHORT,held_useful_impulse,episode_binding_overholding,same_episode,1,6,0.572586,0.365592,0.17808,0.055351,-0.066562,0.064358,0.0,0.743903,0.743903,0.743903
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,136,13,dio_0szn,SHORT,SHORT,SHORT,executed_aligned,executed_contact_confirmed,new_contact,0,7,0.702948,0.282051,0.901226,0.03181,-0.066955,1.018012,0.814674,0.814674,0.0,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe14_self_awareness_shift\run,run,136,18,dio_0gmg,WAIT,WAIT,LONG,observed_not_bound,observation_potential,different_contact,0,5,0.518796,0.0,1.0,0.058922,-0.027242,-0.074334,0.0,0.189008,0.189008,0.0
