debug_root,root_name,run,tick,symbol_family,action,raw_action,best_action_training,binding_state,binding_quality,episode_relation,phase_active,phase_age,phase_distance,episode_binding_pressure,episode_release_pressure,score_wait,score_long,score_short,reward,best_reward_training,unrealized_best_reward,held_impulse_potential
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,134,6,dio_1qig,WAIT,WAIT,LONG,observed_not_bound,observation_potential,different_contact,0,5,0.288799,0.0,1.0,0.052153,-0.066134,-0.068169,0.0,0.066533,0.066533,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,134,7,dio_0vc8,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,6,0.492441,0.0,1.0,0.057846,-0.068992,-0.061393,0.0,0.182486,0.182486,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,134,8,dio_1g7l,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,7,0.517603,0.0,1.0,0.061981,-0.07078,-0.038321,0.0,0.612534,0.612534,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,134,9,dio_1k0r,LONG,LONG,SHORT,executed_misaligned,executed_contact_misaligned,none,0,8,0.308442,0.0,1.0,0.035896,0.663406,-0.034306,-0.810979,0.610979,0.610979,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,134,14,dio_1t73,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,5,0.230685,0.0,1.0,0.057784,-0.06818,-0.058829,0.0,0.20018,0.20018,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,134,15,dio_1q9b,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,6,0.304811,0.0,1.0,0.062205,-0.070927,-0.055909,0.0,0.232734,0.232734,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,134,16,dio_0rb2,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,7,0.336723,0.0,1.0,0.062712,-0.071992,-0.055768,0.0,0.233267,0.233267,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,134,17,dio_1jo7,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,none,0,8,0.429812,0.0,1.0,0.063631,-0.075457,-0.059898,0.0,0.184357,0.184357,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,134,18,dio_1w4m,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,none,0,9,0.227155,0.0,1.0,0.05836,-0.071279,-0.061368,0.0,0.151712,0.151712,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,135,1,dio_0c6o,SHORT,SHORT,SHORT,executed_aligned,executed_contact_confirmed,none,0,9999,1.0,0.0,1.0,0.04773,-0.000824,0.09556,1.588693,1.588693,0.0,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,135,6,dio_1qig,WAIT,WAIT,LONG,observed_not_bound,observation_potential,different_contact,0,5,0.288799,0.0,1.0,0.052759,-0.062768,-0.068304,0.0,0.066533,0.066533,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,135,7,dio_0vc8,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,6,0.492441,0.0,1.0,0.057798,-0.068478,-0.048565,0.0,0.182486,0.182486,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,135,8,dio_1g7l,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,7,0.517603,0.0,1.0,0.060878,-0.069632,0.005894,0.0,0.612534,0.612534,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,135,9,dio_1k0r,LONG,LONG,SHORT,executed_misaligned,executed_contact_misaligned,none,0,8,0.308442,0.0,1.0,0.044965,0.404767,0.009256,-0.810979,0.610979,0.610979,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,135,14,dio_1t73,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,5,0.230685,0.0,1.0,0.057685,-0.067741,-0.044554,0.0,0.20018,0.20018,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,135,15,dio_1q9b,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,6,0.304811,0.0,1.0,0.061538,-0.069718,-0.039192,0.0,0.232734,0.232734,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,135,16,dio_0rb2,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,7,0.336723,0.0,1.0,0.061963,-0.071425,-0.038954,0.0,0.233267,0.233267,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,135,17,dio_1jo7,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,none,0,8,0.429812,0.0,1.0,0.062904,-0.074668,-0.046727,0.0,0.184357,0.184357,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,135,18,dio_1w4m,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,none,0,9,0.227155,0.0,1.0,0.05823,-0.071497,-0.050352,0.0,0.151712,0.151712,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,136,1,dio_0c6o,SHORT,SHORT,SHORT,executed_aligned,executed_contact_confirmed,none,0,9999,1.0,0.0,1.0,0.040604,-0.000995,0.352635,1.588693,1.588693,0.0,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,136,6,dio_1qig,WAIT,WAIT,LONG,observed_not_bound,observation_potential,different_contact,0,5,0.288799,0.0,1.0,0.052637,-0.056821,-0.068023,0.0,0.066533,0.066533,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,136,7,dio_0vc8,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,6,0.492441,0.0,1.0,0.057458,-0.06867,-0.03177,0.0,0.182486,0.182486,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,136,8,dio_1g7l,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,7,0.517603,0.0,1.0,0.059743,-0.069806,0.047047,0.0,0.612534,0.612534,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,136,9,dio_1k0r,LONG,LONG,SHORT,executed_misaligned,executed_contact_misaligned,none,0,8,0.308442,0.0,1.0,0.052393,0.149396,0.04898,-0.810979,0.610979,0.610979,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,136,14,dio_1t73,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,5,0.230685,0.0,1.0,0.057312,-0.067917,-0.026123,0.0,0.20018,0.20018,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,136,15,dio_1q9b,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,6,0.304811,0.0,1.0,0.061104,-0.06987,-0.017764,0.0,0.232734,0.232734,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,136,16,dio_0rb2,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,different_contact,0,7,0.336723,0.0,1.0,0.061528,-0.071563,-0.017487,0.0,0.233267,0.233267,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,136,17,dio_1jo7,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,none,0,8,0.429812,0.0,1.0,0.06256,-0.074778,-0.029722,0.0,0.184357,0.184357,0.0
C:\Users\TV\Documents\MCM_Trading_Brain\debug\dio_mini_probe16_self_awareness_conflict\run,run,136,18,dio_1w4m,WAIT,WAIT,SHORT,observed_not_bound,observation_potential,none,0,9,0.227155,0.0,1.0,0.057946,-0.071663,-0.036318,0.0,0.151712,0.151712,0.0
