left_family,right_family,left_phase,right_phase,relation_kind,left_phase_count,right_phase_count,left_executed,right_executed,left_positive_executed,right_positive_executed,left_burdened_executed,right_burdened_executed,left_observed,right_observed,left_reward,right_reward,sensor_relation_trace,sensor_distance,visual_mcm_gap,tone_tension_gap
dio_0odx,dio_1ytj,shift,order_shift_varianz,observation_to_bearing_neighbor,0,0,2,0,2,0,0,0,2,2,0.520934,0.0,0.878994,0.121006,0.0,0.0
dio_1mml,dio_1l8g,shift,order_shift_resonanz,observation_to_bearing_neighbor,0,0,1,0,1,0,0,0,0,2,0.237245,0.0,0.878859,0.121141,0.0,0.0
dio_1ioc,dio_0q8z,order_shift_varianz,order_shift_varianz,observation_to_bearing_neighbor,0,0,2,0,2,0,0,0,2,2,3.339704,0.0,0.874131,0.125869,0.0,0.0
dio_1e6y,dio_0wp4,order_shift_drift,order_shift_resonanz,observation_to_bearing_neighbor,0,0,1,0,1,0,0,0,3,4,0.941453,0.0,0.873558,0.126442,0.0,0.0
dio_1r0b,dio_151h,shift,order_shift_varianz,observation_to_bearing_neighbor,0,0,2,0,2,0,0,0,0,4,1.959404,0.0,0.871323,0.128677,0.0,0.0
dio_1wwt,dio_1d6j,order_shift,order_shift_varianz,observation_to_bearing_neighbor,0,0,0,4,0,4,0,0,4,0,0.0,3.624284,0.870767,0.129233,0.0,0.0
dio_1d6j,dio_13ld,order_shift,order_shift_resonanz,observation_to_bearing_neighbor,0,0,1,0,1,0,0,0,3,2,1.143781,0.0,0.870714,0.129286,0.0,0.0
dio_1lam,dio_01yf,shift,order_shift,observation_to_bearing_neighbor,0,0,4,0,4,0,0,0,0,2,5.19776,0.0,0.865141,0.134859,0.0,0.0
dio_1lam,dio_1gj1,shift,order_shift_resonanz,observation_to_bearing_neighbor,0,0,4,0,4,0,0,0,0,2,5.19776,0.0,0.863195,0.136805,0.0,0.0
dio_15th,dio_13ld,order_shift_drift,order_shift_resonanz,observation_to_bearing_neighbor,0,0,1,0,1,0,0,0,2,2,1.296838,0.0,0.862685,0.137315,0.0,0.0
dio_1sxo,dio_0q8z,order_shift_varianz,order_shift_varianz,observation_to_bearing_neighbor,0,0,1,0,1,0,0,0,1,2,0.993834,0.0,0.861774,0.138226,0.0,0.0
dio_1d6j,dio_13ld,order_shift_varianz,order_shift_resonanz,observation_to_bearing_neighbor,0,0,4,0,4,0,0,0,0,2,3.624284,0.0,0.855146,0.144854,0.0,0.0
dio_1ioc,dio_18je,order_shift_varianz,order_shift_drift,observation_to_bearing_neighbor,0,0,2,0,2,0,0,0,2,2,3.339704,0.0,0.854924,0.145075,0.0,0.0
dio_1r42,dio_0wp4,order_shift_resonanz,order_shift_resonanz,observation_to_bearing_neighbor,0,0,2,0,2,0,0,0,2,4,2.421188,0.0,0.854288,0.145712,0.0,0.0
dio_1lam,dio_0q8z,shift,order_shift_varianz,observation_to_bearing_neighbor,0,0,4,0,4,0,0,0,0,2,5.19776,0.0,0.850078,0.149922,0.0,0.0
dio_1sxo,dio_1gj1,order_shift_varianz,order_shift_resonanz,observation_to_bearing_neighbor,0,0,1,0,1,0,0,0,1,2,0.993834,0.0,0.848658,0.151342,0.0,0.0
dio_0odx,dio_151h,shift,order_shift_varianz,observation_to_bearing_neighbor,0,0,2,0,2,0,0,0,2,4,0.520934,0.0,0.848194,0.151806,0.0,0.0
dio_1d6j,dio_1wwt,order_shift,order_shift,observation_to_bearing_neighbor,0,0,1,0,1,0,0,0,3,4,1.143781,0.0,0.847388,0.152612,0.0,0.0
dio_01yf,dio_1sxo,order_shift,order_shift_varianz,observation_to_bearing_neighbor,0,0,0,1,0,1,0,0,2,1,0.0,0.993834,0.846712,0.153288,0.0,0.0
dio_185j,dio_1ytj,order_shift,order_shift_drift,observation_to_bearing_neighbor,0,0,0,3,0,3,0,0,2,0,0.0,3.443424,0.8459,0.1541,0.0,0.0
dio_1pyo,dio_0pw5,order_shift_drift,order_shift_resonanz,observation_to_bearing_neighbor,0,0,0,2,0,2,0,0,2,2,0.0,2.70756,0.845291,0.154709,0.0,0.0
dio_0odx,dio_0mlh,shift,order_shift_resonanz,observation_to_bearing_neighbor,0,0,2,0,2,0,0,0,2,2,0.520934,0.0,0.844673,0.155327,0.0,0.0
dio_1ioc,dio_1pyo,order_shift_varianz,order_shift_drift,observation_to_bearing_neighbor,0,0,2,0,2,0,0,0,2,2,3.339704,0.0,0.839945,0.160055,0.0,0.0
dio_121e,dio_1pyo,order_shift,order_shift_drift,observation_to_bearing_neighbor,0,0,2,0,2,0,0,0,2,2,3.042412,0.0,0.838379,0.161621,0.0,0.0
dio_03fl,dio_1ytj,order_shift_varianz,order_shift_drift,observation_to_bearing_neighbor,0,0,0,3,0,3,0,0,3,0,0.0,3.443424,0.837452,0.162548,0.0,0.0
dio_1fqy,dio_1pyo,order_shift_drift,order_shift_drift,observation_to_bearing_neighbor,0,0,2,0,2,0,0,0,2,2,3.10993,0.0,0.832313,0.167687,0.0,0.0
dio_1lam,dio_18je,shift,order_shift_drift,observation_to_bearing_neighbor,0,0,4,0,4,0,0,0,0,2,5.19776,0.0,0.830872,0.169128,0.0,0.0
dio_1r0b,dio_00eh,shift,order_shift,observation_to_bearing_neighbor,0,0,2,1,2,0,0,1,0,1,1.959404,-0.431148,0.830058,0.169942,0.0,0.0
dio_1r0b,dio_018g,shift,order_shift,observation_to_bearing_neighbor,0,0,2,0,2,0,0,0,0,1,1.959404,0.0,0.830058,0.169942,0.0,0.0
dio_0nvr,dio_1sxo,order_shift,order_shift_varianz,observation_to_bearing_neighbor,0,0,0,1,0,1,0,0,2,1,0.0,0.993834,0.830021,0.169979,0.0,0.0
dio_1d6j,dio_134j,order_shift,order_shift_resonanz,observation_to_bearing_neighbor,0,0,1,0,1,0,0,0,3,2,1.143781,0.0,0.829284,0.170716,0.0,0.0
dio_1ytj,dio_0786,order_shift_drift,order_shift_drift,observation_to_bearing_neighbor,0,0,3,0,3,0,0,0,0,1,3.443424,0.0,0.826908,0.173092,0.0,0.0
dio_1d6j,dio_066x,order_shift_varianz,order_shift_varianz,observation_to_bearing_neighbor,0,0,4,0,4,0,0,0,0,3,3.624284,0.0,0.824317,0.175683,0.0,0.0
dio_1lam,dio_1pyo,shift,order_shift_drift,observation_to_bearing_neighbor,0,0,4,0,4,0,0,0,0,2,5.19776,0.0,0.820977,0.179023,0.0,0.0
dio_018g,dio_00eh,order_shift,order_shift,burdened_sensor_neighbor,0,0,0,1,0,0,0,1,1,1,0.0,-0.431148,1.0,0.0,0.0,0.0
dio_1hkr,dio_1ieq,order_shift_varianz,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.991248,0.008752,0.0,0.0
dio_01yf,dio_1gj1,order_shift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.983548,0.016452,0.0,0.0
dio_0q8z,dio_18je,order_shift_varianz,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.975082,0.024918,0.0,0.0
dio_03fl,dio_0786,order_shift_varianz,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.974004,0.025996,0.0,0.0
dio_1k0r,dio_1sgx,order_shift_drift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.973482,0.026518,0.0,0.0
dio_1j0n,dio_1ieq,order_shift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.972642,0.027358,0.0,0.0
dio_1j0n,dio_1hkr,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.971893,0.028107,0.0,0.0
dio_01yf,dio_0q8z,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.971455,0.028545,0.0,0.0
dio_1iuo,dio_1k0r,order_shift_drift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.96774,0.03226,0.0,0.0
dio_18je,dio_1gj1,order_shift_drift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.967548,0.032452,0.0,0.0
dio_0q8z,dio_1gj1,order_shift_varianz,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.966683,0.033317,0.0,0.0
dio_0mp4,dio_0i2c,order_shift_varianz,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.966158,0.033842,0.0,0.0
dio_01yf,dio_18je,order_shift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.96573,0.03427,0.0,0.0
dio_1y8o,dio_0i2c,order_shift_drift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.965213,0.034787,0.0,0.0
dio_1iuo,dio_1sgx,order_shift_drift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.961523,0.038477,0.0,0.0
dio_0mp4,dio_1y8o,order_shift_varianz,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.961408,0.038591,0.0,0.0
dio_00eh,dio_151h,order_shift,order_shift_varianz,burdened_sensor_neighbor,0,0,1,0,0,0,1,0,1,4,-0.431148,0.0,0.958735,0.041265,0.0,0.0
dio_018g,dio_151h,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.958735,0.041265,0.0,0.0
dio_1h37,dio_0r8e,shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.957814,0.042186,0.0,0.0
dio_1i0f,dio_0jjv,order_shift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.953513,0.046487,0.0,0.0
dio_1h37,dio_0d07,shift,order_shift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.9533,0.0467,0.0,0.0
dio_0nvr,dio_0mp4,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.952941,0.047059,0.0,0.0
dio_1xdw,dio_0jjv,order_shift_drift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.951729,0.048271,0.0,0.0
dio_08wa,dio_0iy2,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,4,3,0.0,0.0,0.951303,0.048697,0.0,0.0
dio_1wwt,dio_066x,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,4,3,0.0,0.0,0.949689,0.050311,0.0,0.0
dio_0nvr,dio_1y8o,order_shift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.948954,0.051046,0.0,0.0
dio_185j,dio_03fl,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.945464,0.054536,0.0,0.0
dio_08wa,dio_0my4,order_shift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.942697,0.057303,0.0,0.0
dio_185j,dio_1ieq,order_shift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.942619,0.057382,0.0,0.0
dio_1r0b,dio_0lt6,shift,order_shift_drift,burdened_sensor_neighbor,0,0,2,1,2,0,0,1,0,0,1.959404,-0.249492,0.941051,0.058949,0.0,0.0
dio_185j,dio_1hkr,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.940417,0.059583,0.0,0.0
dio_0nvr,dio_0i2c,order_shift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.933986,0.066014,0.0,0.0
dio_0my4,dio_0wp4,order_shift_drift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.929766,0.070234,0.0,0.0
dio_1j0n,dio_0mlh,order_shift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.928133,0.071867,0.0,0.0
dio_0d07,dio_0r8e,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.924185,0.075815,0.0,0.0
dio_00eh,dio_0786,order_shift,order_shift_drift,burdened_sensor_neighbor,0,0,1,0,0,0,1,0,1,1,-0.431148,0.0,0.923317,0.076683,0.0,0.0
dio_018g,dio_0786,order_shift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.923317,0.076683,0.0,0.0
dio_0knp,dio_0lt6,order_shift,order_shift_drift,burdened_sensor_neighbor,0,0,0,1,0,0,0,1,3,0,0.0,-0.249492,0.922709,0.077291,0.0,0.0
dio_185j,dio_0786,order_shift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.920365,0.079635,0.0,0.0
dio_1j0n,dio_1ytj,order_shift,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.92035,0.07965,0.0,0.0
dio_1ieq,dio_0mlh,order_shift_drift,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.919462,0.080538,0.0,0.0
dio_151h,dio_0lt6,order_shift_varianz,order_shift_drift,burdened_sensor_neighbor,0,0,0,1,0,0,0,1,4,0,0.0,-0.249492,0.917065,0.082935,0.0,0.0
dio_1hkr,dio_0mlh,order_shift_varianz,order_shift_resonanz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.916166,0.083834,0.0,0.0
dio_185j,dio_1j0n,order_shift,order_shift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.91526,0.08474,0.0,0.0
dio_0iy2,dio_0my4,order_shift_varianz,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.914393,0.085607,0.0,0.0
dio_03fl,dio_1hkr,order_shift_varianz,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.913512,0.086488,0.0,0.0
dio_03fl,dio_1ieq,order_shift_varianz,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.912763,0.087237,0.0,0.0
dio_1i0f,dio_1xdw,order_shift,order_shift_drift,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.907223,0.092777,0.0,0.0
dio_1ytj,dio_1hkr,order_shift_varianz,order_shift_varianz,quiet_sensor_neighbor,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.905437,0.094563,0.0,0.0
